epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,11.283999999999999,11.5,11.78,11.962,12.622,12.7
1,38.456,45.004,43.79,43.646,51.459999999999994,49.919999999999995
2,46.396,53.794,51.28,51.519999999999996,60.012,55.989999999999995
4,46.416000000000004,50.961999999999996,46.1,52.884,58.620000000000005,52.239999999999995
6,52.184,55.142,48.120000000000005,58.321999999999996,61.763999999999996,52.81
8,49.775999999999996,50.064,43.14,58.772000000000006,58.924,49.26
10,51.688,50.422,42.88,59.4,57.824,47.760000000000005
12,63.76199999999999,61.45,50.67,69.248,66.49199999999999,53.89000000000001
14,68.47,63.104000000000006,50.470000000000006,75.52799999999999,69.208,54.50000000000001
16,67.728,61.995999999999995,48.77,73.416,66.92399999999999,51.42
18,71.114,63.926,50.31,77.566,69.342,54.22
20,77.092,68.05,52.86,82.55,72.328,55.45
25,83.272,71.33,53.400000000000006,88.52,75.21600000000001,56.00000000000001
30,86.146,73.49799999999999,55.43,90.858,76.89200000000001,57.47
