,pca_variance_class
0,0.6357795060334382
1,0.5039896786262498
2,0.5182306690359215
3,0.5534239498459096
4,0.5437242708230886
5,0.5513971083262582
6,0.5471601449316399
7,0.5132471015544204
8,0.5086582132355912
9,0.46190004740111096
