Epoch,Correct,Total,Accuracy
10,979,43203,0.0227
11,954,43203,0.0221
12,926,43203,0.0214
13,929,43203,0.0215
14,899,43203,0.0208
15,963,43203,0.0223
16,895,43203,0.0207
17,985,43203,0.0228
18,956,43203,0.0221
19,1077,43203,0.0249
20,1005,43203,0.0233
21,1014,43203,0.0235
22,1078,43203,0.025
23,1167,43203,0.027
24,1111,43203,0.0257
25,1136,43203,0.0263
26,1132,43203,0.0262
27,1071,43203,0.0248
28,1092,43203,0.0253
29,1211,43203,0.028
30,1150,43203,0.0266
31,1211,43203,0.028
32,1327,43203,0.0307
33,1214,43203,0.0281
34,1210,43203,0.028
35,1250,43203,0.0289
36,1413,43203,0.0327
37,1526,43203,0.0353
38,1370,43203,0.0317
39,1337,43203,0.0309
40,1386,43203,0.0321
41,1335,43203,0.0309
42,1399,43203,0.0324
43,1397,43203,0.0323
44,1261,43203,0.0292
45,1284,43203,0.0297
46,1364,43203,0.0316
47,1719,43203,0.0398
48,1620,43203,0.0375
49,1725,43203,0.0399
50,1627,43203,0.0377
51,1485,43203,0.0344
52,1479,43203,0.0342
53,1952,43203,0.0452
54,1373,43203,0.0318
55,1718,43203,0.0398
56,1624,43203,0.0376
57,1295,43203,0.03
58,1582,43203,0.0366
59,1470,43203,0.034
60,1338,43203,0.031
61,1558,43203,0.0361
62,1375,43203,0.0318
63,1801,43203,0.0417
64,1206,43203,0.0279
65,1750,43203,0.0405
66,1135,43203,0.0263
67,1276,43203,0.0295
68,4372,43203,0.1012
69,4372,43203,0.1012
70,4372,43203,0.1012
71,4372,43203,0.1012
72,4372,43203,0.1012
73,4372,43203,0.1012
74,4372,43203,0.1012
75,4372,43203,0.1012
76,4372,43203,0.1012
77,4372,43203,0.1012
78,4372,43203,0.1012
79,4372,43203,0.1012
80,4372,43203,0.1012
81,4372,43203,0.1012
82,4372,43203,0.1012
83,4372,43203,0.1012
84,4372,43203,0.1012
85,4372,43203,0.1012
86,4372,43203,0.1012
87,4372,43203,0.1012
88,4372,43203,0.1012
89,4372,43203,0.1012
90,4372,43203,0.1012
91,4372,43203,0.1012
92,4372,43203,0.1012
93,4372,43203,0.1012
94,4372,43203,0.1012
95,4372,43203,0.1012
96,4372,43203,0.1012
97,4372,43203,0.1012
98,4372,43203,0.1012
99,4372,43203,0.1012
