,pca_variance_class
0,0.32089951165701913
1,0.27693162167795876
2,0.3182662408384149
3,0.2857760375492684
4,0.30561449771537275
5,0.2748026905815892
6,0.3383270916102218
7,0.2594287079712356
8,0.28034860928204053
9,0.2380217897791762
