,epoch,average_angle_pc_weight
0,0,89.98123474121094
1,1,89.94309844970704
2,2,89.92130279541016
3,4,89.8728530883789
4,6,89.83134155273437
5,8,89.76968231201172
6,10,89.67373809814453
7,12,89.5708610534668
8,14,89.4652931213379
9,16,89.2967643737793
10,18,89.08075408935547
11,20,88.79868774414062
12,25,87.80442810058594
13,30,86.56595840454102
14,35,85.2125862121582
15,40,83.91265258789062
16,45,82.7118896484375
17,50,81.7289207458496
18,55,81.26488800048828
19,60,80.97049026489258
20,65,79.8909065246582
21,70,79.37657775878907
22,75,78.4411392211914
23,80,77.87169036865234
24,85,77.2206787109375
25,90,76.43064041137696
26,95,76.03335723876953
27,100,75.3530776977539
28,105,74.81030197143555
29,110,74.38160552978516
30,115,73.75123596191406
31,120,73.6720817565918
32,125,73.10915603637696
33,130,72.65311050415039
34,135,72.49418334960937
35,140,72.09873962402344
36,145,71.87157363891602
37,150,71.6201042175293
38,155,71.40385284423829
39,160,71.41784057617187
40,165,71.17234497070312
41,170,70.8403205871582
42,175,70.30240249633789
43,180,70.55743942260742
44,185,70.56811904907227
45,190,70.76668701171874
46,195,70.59422912597657
47,200,69.35958786010742
48,205,69.21818161010742
49,210,69.3563003540039
50,215,69.8204132080078
51,220,69.97072982788086
52,225,70.14518127441406
