,number_pca_components_class
0,5
1,6
2,6
3,6
4,5
5,5
6,7
7,6
8,6
9,6
10,6
11,6
12,5
13,6
14,5
15,6
16,6
17,5
18,6
19,6
20,6
21,5
22,5
23,6
24,5
25,6
26,6
27,6
28,5
29,5
30,6
31,6
32,6
33,6
34,6
35,5
36,5
37,6
38,6
39,5
40,5
41,7
42,6
43,7
44,6
45,5
46,6
47,5
48,6
49,6
50,6
51,6
52,5
53,6
54,5
55,6
56,5
57,5
58,5
59,6
60,6
61,6
62,5
63,6
64,6
65,6
66,6
67,6
68,5
69,5
70,5
71,5
72,6
73,6
74,6
75,7
76,5
77,6
78,6
79,6
80,6
81,6
82,5
83,6
84,6
85,6
86,6
87,6
88,5
89,5
90,6
91,5
92,6
93,6
94,5
95,5
96,6
97,5
98,6
99,5
100,5
101,6
102,6
103,5
104,5
105,5
106,6
107,5
108,5
109,5
110,6
111,6
112,6
113,5
114,6
115,5
116,6
117,6
118,6
119,6
120,6
121,6
122,6
123,6
124,5
125,5
126,6
127,6
128,5
129,5
130,4
131,7
132,5
133,6
134,5
135,6
136,5
137,5
138,5
139,6
140,6
141,6
142,6
143,5
144,5
145,6
146,6
147,6
148,5
149,6
150,5
151,5
152,5
153,6
154,6
155,6
156,6
157,6
158,5
159,6
160,6
161,6
162,5
163,6
164,7
165,6
166,6
167,6
168,6
169,5
170,6
171,5
172,6
173,5
174,5
175,6
176,7
177,6
178,6
179,5
180,5
181,5
182,6
183,5
184,5
185,6
186,6
187,6
188,5
189,5
190,5
191,5
192,5
193,5
194,6
195,6
196,6
197,5
198,6
199,6
