,epoch,average_angle_pc_weight
0,0,88.46532440185547
1,1,76.82232513427735
2,2,74.97753295898437
3,4,72.25317993164063
4,6,69.81467781066894
5,8,69.19112701416016
6,10,67.94022254943847
7,12,68.53266410827636
8,14,68.84381332397462
9,16,69.06066131591797
10,18,69.48090133666992
11,20,69.55857391357422
12,25,71.97760467529297
13,30,74.01748199462891
14,35,75.81549377441407
15,40,76.23432159423828
16,45,77.04951248168945
17,50,77.28292999267578
18,55,77.67504043579102
19,60,77.34005203247071
20,65,77.83334045410156
21,70,77.56225967407227
22,75,77.50069885253906
23,80,77.58071823120117
24,85,77.71601943969726
25,90,78.33190460205078
26,95,78.10768203735351
27,100,78.17446365356446
28,105,77.92681732177735
29,110,78.5431297302246
30,115,78.38726425170898
31,120,78.56698074340821
32,125,78.6915885925293
33,130,79.03252868652343
34,135,79.09214782714844
35,140,78.97378616333008
36,145,78.86022491455078
37,150,79.24809799194335
38,155,79.01817932128907
39,160,79.08229217529296
40,165,79.29648361206054
41,170,79.07334594726562
42,175,79.21087951660157
43,180,79.25905303955078
44,185,79.51536407470704
45,190,79.64736404418946
46,195,79.58682708740234
47,200,79.87865524291992
48,205,80.00247726440429
49,210,79.73768539428711
50,215,79.82742309570312
51,220,80.03308944702148
52,225,80.31459732055664
53,230,80.39342727661133
54,235,80.32468872070312
55,240,80.57594451904296
56,245,80.63434448242188
57,250,80.57831344604492
58,255,80.98802032470704
59,260,81.14136123657227
60,265,81.17209091186524
61,270,81.01278152465821
62,275,81.46418914794921
63,280,81.43268661499023
64,285,81.97145919799804
65,290,81.87831039428711
66,295,81.80354766845703
67,300,81.96339340209961
68,305,82.23290405273437
69,310,82.12231216430663
70,315,82.34497146606445
71,320,82.54223251342773
72,325,82.5332275390625
73,330,82.69988632202148
74,335,82.75330657958985
75,340,82.70853729248047
76,345,82.83368682861328
77,350,83.0595085144043
78,355,83.36378631591796
79,360,83.29438400268555
80,365,83.30060653686523
81,370,83.4386085510254
82,375,83.91771926879883
83,380,83.90111846923828
84,385,83.93767623901367
85,390,84.10869750976562
86,395,83.99923095703124
87,400,84.26858444213867
88,405,84.71687774658203
89,410,84.4893409729004
90,415,84.79188461303711
91,420,84.86718826293945
92,425,85.09413299560546
93,430,85.46599426269532
94,435,85.63747711181641
95,440,85.5430908203125
96,445,85.82224044799804
97,450,85.92546844482422
98,455,86.08185195922852
99,460,86.40266876220703
100,465,86.14406814575196
101,470,86.42761001586913
102,475,86.95859222412109
103,480,86.58864364624023
104,485,86.99929504394531
105,490,87.0279541015625
106,495,87.21791229248046
107,500,87.20610733032227
