epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,23.381666666666668,70.88,71.36
12,24.996666666666666,75.05333333333334,75.32
13,25.59166666666667,71.78,71.94
14,25.94166666666667,82.10666666666665,81.78
15,26.098333333333336,84.22333333333333,83.96000000000001
16,26.44666666666667,86.03666666666666,85.85000000000001
17,26.665,86.655,86.21
18,26.82,85.82333333333332,85.17
19,27.013333333333335,83.55666666666667,83.36
20,27.101666666666667,83.60333333333332,82.95
21,27.291666666666664,80.10333333333334,80.13
22,27.53833333333333,72.785,73.06
23,27.395000000000003,72.665,73.11999999999999
24,27.698333333333338,68.74333333333334,69.76
25,27.591666666666665,59.03333333333334,60.07
26,27.615000000000002,63.26833333333334,63.13999999999999
27,27.416666666666668,57.58333333333333,57.95
28,26.57,56.75666666666667,56.3
29,26.68333333333333,56.835,55.7
30,26.31833333333333,59.465,59.330000000000005
31,25.775,58.85333333333334,59.11
32,25.465,57.031666666666666,57.57
33,25.326666666666664,57.199999999999996,56.35
34,25.28166666666667,52.105000000000004,50.55
35,24.878333333333334,49.61666666666667,49.09
36,25.055,49.02,48.309999999999995
37,24.663333333333334,57.65,57.19
38,24.695,52.90833333333333,53.11
39,24.108333333333334,47.641666666666666,47.54
40,23.995,53.53,53.73
41,24.03,46.6,46.089999999999996
42,24.486666666666668,50.02833333333333,49.68
43,24.246666666666666,51.14333333333333,49.51
44,23.835,51.47166666666667,50.629999999999995
45,24.060000000000002,52.44833333333333,51.51
46,23.871666666666666,49.935,48.97
47,24.195,52.96166666666666,52.59
48,24.131666666666668,37.708333333333336,37.01
49,23.966666666666665,53.90166666666667,53.6
50,23.848333333333333,46.696666666666665,46.57
51,23.73166666666667,54.208333333333336,53.959999999999994
52,23.403333333333336,50.12166666666666,49.480000000000004
53,22.808333333333334,39.126666666666665,38.58
54,22.998333333333335,49.75833333333333,49.71
55,23.113333333333333,40.01833333333333,39.879999999999995
56,22.220000000000002,29.176666666666666,28.349999999999998
57,21.636666666666667,45.77333333333333,45.53
58,21.63,36.278333333333336,36.83
59,22.095000000000002,24.138333333333335,23.36
60,22.225,43.29833333333333,43.16
61,22.298333333333336,29.185,28.549999999999997
62,21.455,40.843333333333334,40.99
63,21.266666666666666,41.35666666666667,41.410000000000004
64,21.2,43.88333333333333,43.49
65,21.845,49.76,49.230000000000004
66,22.156666666666666,42.623333333333335,42.61
67,21.61,42.083333333333336,41.58
68,20.630000000000003,47.08,45.75
69,21.528333333333332,43.92166666666667,43.93
70,20.798333333333332,45.11333333333333,44.75
71,20.42666666666667,47.48166666666667,46.69
72,20.751666666666665,44.42666666666666,44.21
73,21.89166666666667,45.556666666666665,44.76
74,20.805,35.23166666666667,35.08
75,17.990000000000002,32.998333333333335,32.04
76,19.293333333333333,34.98166666666667,35.03
77,18.67,34.49333333333333,34.48
78,19.163333333333334,40.248333333333335,40.37
79,18.333333333333332,40.75,41.339999999999996
80,19.33833333333333,46.276666666666664,45.660000000000004
81,18.498333333333335,29.398333333333333,29.28
82,17.515,36.695,35.91
83,18.391666666666666,43.333333333333336,43.24
84,18.87,42.98166666666667,43.059999999999995
85,18.983333333333334,41.876666666666665,41.49
86,19.48,45.7,45.51
87,18.59166666666667,37.80833333333333,37.35
88,17.71,25.105,24.560000000000002
89,18.445,34.160000000000004,33.11
90,17.988333333333333,40.931666666666665,41.23
91,18.676666666666666,33.705,33.08
92,17.44,33.13333333333333,33.14
93,14.945,26.405,26.58
94,14.845,16.8,16.35
95,14.435,14.051666666666668,14.26
96,14.255,30.14,30.4
97,14.065,16.526666666666667,16.09
98,13.876666666666667,24.310000000000002,24.02
99,15.443333333333333,27.26,27.26
100,14.84,26.14,25.64
