epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,66.594,70.836,67.67
12,73.06,75.652,70.72
13,76.88000000000001,80.23400000000001,74.71
14,79.53,80.562,74.22
15,81.396,81.584,73.79
16,82.884,83.38,75.09
17,83.91999999999999,85.054,75.55
18,84.616,83.964,74.09
19,85.532,86.464,75.31
20,85.932,85.67399999999999,74.56
21,86.26,86.768,75.63
22,86.896,86.30799999999999,74.14
23,87.234,86.9,74.82
24,87.414,88.164,75.94
25,88.20599999999999,88.06,75.42999999999999
26,88.06,89.492,75.62
27,88.46000000000001,87.196,74.59
28,88.884,86.524,73.54
29,88.82600000000001,89.652,75.78
30,89.024,89.92999999999999,75.59
31,89.12,88.898,75.19
32,89.358,87.998,75.1
33,88.874,88.988,74.52
34,89.52,89.69200000000001,75.24
35,89.842,86.858,73.4
36,90.086,88.198,74.92999999999999
37,89.038,91.142,75.47
38,90.448,91.134,76.07000000000001
39,90.444,92.034,76.41
40,89.49000000000001,90.57,74.98
41,88.824,87.90599999999999,74.09
42,90.414,90.52,75.49
43,88.84,84.402,71.57
44,89.536,89.66199999999999,75.01
45,88.788,90.56,75.99000000000001
46,89.82,91.212,76.07000000000001
47,89.61,85.36200000000001,71.89999999999999
48,89.794,89.858,74.97
49,89.72200000000001,89.166,74.29
50,89.506,80.87,69.97
51,89.798,90.25800000000001,75.4
52,89.5,88.41,73.3
53,89.352,92.54,76.14
54,89.414,89.554,74.78
55,89.496,89.256,74.39
56,89.25,87.532,73.91
57,87.844,89.73400000000001,75.53
58,86.976,84.186,71.83
59,84.526,89.548,75.39
60,88.456,84.21,71.73
61,88.178,89.75800000000001,75.03
62,88.16199999999999,88.87,74.86
63,88.092,68.55799999999999,60.83
64,87.022,87.722,74.06
65,88.064,89.628,74.88
66,86.36,76.93799999999999,66.63
67,86.632,90.152,75.32
68,87.272,90.122,75.32
69,86.738,90.428,75.57000000000001
70,87.03800000000001,87.478,73.74000000000001
71,87.292,82.052,70.07
72,85.898,68.738,62.46000000000001
73,84.04,90.144,75.35
74,85.076,89.36,74.89
75,85.718,76.396,67.12
76,85.546,82.542,71.13000000000001
77,85.458,84.032,72.26
78,86.012,88.288,74.18
79,83.584,84.638,72.27
80,86.22,89.434,75.57000000000001
81,85.86399999999999,80.62,70.04
82,85.834,87.336,74.24
83,85.816,90.53,75.89
84,85.36200000000001,88.878,75.03999999999999
85,83.95,85.596,72.99
86,81.95,70.638,63.55
87,81.328,83.21600000000001,71.5
88,84.22800000000001,85.354,72.97
89,80.204,84.346,71.65
90,81.888,85.584,73.68
91,82.182,85.898,72.69
92,83.36200000000001,88.806,75.33
93,81.86,84.272,72.42
94,80.474,77.58800000000001,67.97999999999999
95,79.56400000000001,47.708,45.01
96,78.568,74.42999999999999,66.03999999999999
97,78.926,83.408,72.54
98,78.62599999999999,83.478,71.6
99,77.074,65.74600000000001,59.260000000000005
100,74.078,70.884,64.14999999999999
