epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,10.052,10.0,10.0,11.214,10.072000000000001,10.02
1,10.052,10.0,10.0,11.424,9.708,9.77
2,10.052,10.0,10.0,11.566,9.946000000000002,9.9
4,10.648,8.114,7.93,11.713999999999999,10.284,10.36
6,9.962,10.001999999999999,10.01,11.758000000000001,10.514,10.530000000000001
8,9.962,10.0,10.0,11.976,10.536,10.66
10,9.962,10.0,10.0,12.062000000000001,10.58,10.549999999999999
12,9.962,10.0,10.0,12.248000000000001,10.782,10.530000000000001
14,9.962,10.0,10.0,12.534,10.928,10.4
16,9.962,10.0,10.0,12.886000000000001,11.056000000000001,10.4
18,9.968,9.991999999999999,10.01,13.466000000000001,11.12,10.639999999999999
20,10.01,9.924,9.959999999999999,14.26,11.008,10.45
25,11.65,9.392,9.66,17.01,10.898,10.34
30,14.857999999999999,9.602,9.47,21.012,11.332,11.19
35,18.626,9.927999999999999,9.8,25.034,11.27,11.0
40,23.412,9.936,9.89,29.284,11.214,11.01
45,28.392,10.472,10.5,33.42,11.386000000000001,11.360000000000001
50,32.494,10.674,10.56,37.368,11.248,11.21
55,36.836,10.448,10.440000000000001,41.583999999999996,10.786,10.35
60,39.494,10.896,10.92,43.919999999999995,11.256,11.04
65,44.156,10.718,10.25,48.446,10.752,10.77
70,49.69,10.6,10.51,53.474,10.682,10.5
75,54.664,10.11,9.75,57.757999999999996,10.018,9.74
80,59.146,9.736,9.29,61.814,9.854000000000001,9.29
85,65.204,10.42,9.87,67.75999999999999,10.424,10.14
90,68.762,10.091999999999999,9.71,70.992,10.126,9.610000000000001
95,72.296,9.99,9.6,74.27,9.976,9.46
100,74.054,9.82,9.3,75.89399999999999,9.846,8.95
105,77.53,9.712,9.1,78.938,9.714,9.180000000000001
110,78.97800000000001,9.948,9.25,80.08999999999999,9.98,9.35
115,81.448,9.948,9.65,82.582,10.026,9.56
120,81.82000000000001,10.074,9.36,82.968,10.059999999999999,9.64
125,83.61,9.995999999999999,9.69,84.69,10.032,9.49
130,85.21600000000001,9.822000000000001,8.97,86.104,9.834,8.799999999999999
135,87.7,9.952,9.610000000000001,88.424,9.918000000000001,9.71
140,87.078,10.118,9.379999999999999,87.994,10.026,9.370000000000001
145,87.464,10.241999999999999,9.950000000000001,88.292,10.162,9.75
150,87.724,9.956,9.59,88.668,9.946000000000002,9.62
155,89.166,9.98,9.629999999999999,89.91799999999999,9.952,9.55
160,91.496,9.948,9.370000000000001,92.146,9.964,9.49
165,91.28,10.09,9.610000000000001,91.916,10.054,9.68
170,92.268,10.076,9.520000000000001,92.85,10.091999999999999,9.8
175,94.258,10.086,9.65,94.77799999999999,10.088,9.71
180,93.37,10.14,9.77,93.864,10.123999999999999,9.93
185,93.636,10.122,9.69,94.098,10.145999999999999,9.700000000000001
190,96.112,10.126,9.74,96.43,10.104000000000001,9.89
195,97.054,10.09,9.89,97.312,10.08,10.040000000000001
200,98.098,10.054,9.98,98.282,10.066,10.040000000000001
205,98.924,10.091999999999999,9.65,99.08,10.084,9.629999999999999
210,99.53,10.100000000000001,9.84,99.648,10.104000000000001,10.01
