,number_pca_components_class
0,1
1,3
2,3
3,5
4,5
5,5
6,4
7,3
8,2
9,3
10,4
11,5
12,3
13,3
14,1
15,1
16,6
17,4
18,1
19,1
20,4
21,4
22,4
23,4
24,4
25,3
26,1
27,6
28,4
29,4
30,1
31,5
32,5
33,2
34,4
35,3
36,4
37,1
38,1
39,5
40,5
41,5
42,4
43,1
44,4
45,4
46,3
47,6
48,4
49,4
50,4
51,3
52,2
53,4
54,4
55,5
56,5
57,1
58,1
59,3
60,1
61,4
62,3
63,2
64,1
65,5
66,4
67,1
68,3
69,4
70,5
71,1
72,6
73,1
74,3
75,4
76,4
77,1
78,4
79,5
80,4
81,5
82,2
83,4
84,5
85,4
86,3
87,1
88,4
89,4
90,4
91,3
92,4
93,2
94,4
95,2
96,2
97,5
98,4
99,4
100,4
101,1
102,2
103,3
104,3
105,2
106,3
107,2
108,3
109,4
110,5
111,3
112,2
113,4
114,5
115,4
116,5
117,3
118,4
119,4
120,4
121,1
122,4
123,5
124,3
125,2
126,5
127,4
128,4
129,6
130,3
131,3
132,5
133,3
134,4
135,2
136,3
137,3
138,4
139,3
140,4
141,3
142,4
143,5
144,4
145,4
146,3
147,5
148,3
149,4
150,5
151,3
152,4
153,5
154,4
155,2
156,5
157,3
158,4
159,2
160,2
161,4
162,4
163,1
164,4
165,4
166,3
167,1
168,4
169,6
170,1
171,1
172,2
173,5
174,4
175,1
176,4
177,3
178,2
179,1
180,5
181,5
182,2
183,1
184,4
185,3
186,1
187,3
188,4
189,3
190,3
191,5
192,5
193,1
194,3
195,4
196,1
197,3
198,3
199,5
