,number_pca_components_class
0,62
1,67
2,67
3,66
4,73
5,70
6,78
7,75
8,65
9,72
10,85
11,67
12,61
13,59
14,81
15,80
16,82
17,85
18,82
19,77
20,58
21,66
22,62
23,52
24,69
25,67
26,71
27,68
28,65
29,71
30,74
31,72
32,68
33,76
34,65
35,65
36,60
37,64
38,75
39,66
40,75
41,87
42,67
43,67
44,71
45,54
46,77
47,73
48,64
49,68
50,58
51,65
52,63
53,69
54,67
55,63
56,60
57,57
58,70
59,77
60,37
61,67
62,60
63,56
64,73
65,62
66,55
67,78
68,56
69,79
70,46
71,55
72,79
73,74
74,66
75,64
76,78
77,52
78,73
79,85
80,79
81,56
82,61
83,71
84,57
85,67
86,57
87,66
88,74
89,84
90,57
91,69
92,69
93,66
94,50
95,61
96,62
97,64
98,79
99,75
100,65
101,58
102,82
103,63
104,79
105,51
106,59
107,72
108,63
109,66
110,61
111,52
112,50
113,83
114,78
115,62
116,46
117,72
118,67
119,61
120,60
121,54
122,83
123,55
124,46
125,64
126,62
127,62
128,54
129,73
130,79
131,69
132,64
133,37
134,67
135,73
136,65
137,68
138,64
139,70
140,67
141,70
142,75
143,62
144,78
145,50
146,53
147,70
148,75
149,67
150,69
151,69
152,76
153,56
154,46
155,75
156,64
157,59
158,75
159,78
160,82
161,73
162,48
163,62
164,62
165,46
166,40
167,59
168,81
169,64
170,45
171,70
172,72
173,53
174,80
175,83
176,50
177,75
178,58
179,70
180,62
181,68
182,67
183,66
184,64
185,86
186,63
187,54
188,67
189,77
190,72
191,60
192,61
193,67
194,55
195,66
196,76
197,57
198,57
199,67
