,pca_variance_class
0,0.8304092771592188
1,0.7274300527224834
2,0.7212608654841679
3,0.6901744309578716
4,0.7144348734985532
5,0.76042376093114
6,0.7253140735724338
7,0.6575972202236391
8,0.6920890676923838
9,0.7294137104142797
