Epoch,Correct,Total,Accuracy
10,410,9023,0.0454
11,449,9023,0.0498
12,466,9023,0.0516
13,562,9023,0.0623
14,649,9023,0.0719
15,700,9023,0.0776
16,802,9023,0.0889
17,934,9023,0.1035
18,932,9023,0.1033
19,969,9023,0.1074
20,1017,9023,0.1127
21,1024,9023,0.1135
22,1019,9023,0.1129
23,1097,9023,0.1216
24,1093,9023,0.1211
25,1158,9023,0.1283
26,1213,9023,0.1344
27,1179,9023,0.1307
28,1276,9023,0.1414
29,1269,9023,0.1406
30,1285,9023,0.1424
31,1282,9023,0.1421
32,1371,9023,0.1519
33,1373,9023,0.1522
34,1363,9023,0.1511
35,1271,9023,0.1409
36,1246,9023,0.1381
37,1340,9023,0.1485
38,1262,9023,0.1399
39,1360,9023,0.1507
40,1393,9023,0.1544
41,1259,9023,0.1395
42,909,9023,0.1007
43,1324,9023,0.1467
44,1190,9023,0.1319
45,1411,9023,0.1564
46,1323,9023,0.1466
47,1372,9023,0.1521
48,924,9023,0.1024
49,1192,9023,0.1321
50,1018,9023,0.1128
51,1254,9023,0.139
52,1264,9023,0.1401
53,1237,9023,0.1371
54,1319,9023,0.1462
55,1287,9023,0.1426
56,1208,9023,0.1339
57,1377,9023,0.1526
58,1304,9023,0.1445
59,1209,9023,0.134
60,778,9023,0.0862
61,1064,9023,0.1179
62,1248,9023,0.1383
63,1206,9023,0.1337
64,971,9023,0.1076
65,1239,9023,0.1373
66,1173,9023,0.13
67,1094,9023,0.1212
68,856,9023,0.0949
69,1007,9023,0.1116
70,935,9023,0.1036
71,945,9023,0.1047
72,856,9023,0.0949
73,1075,9023,0.1191
74,1085,9023,0.1202
75,916,9023,0.1015
76,995,9023,0.1103
77,768,9023,0.0851
78,661,9023,0.0733
79,854,9023,0.0946
80,692,9023,0.0767
81,934,9023,0.1035
82,713,9023,0.079
83,766,9023,0.0849
84,812,9023,0.09
85,681,9023,0.0755
86,665,9023,0.0737
87,569,9023,0.0631
88,663,9023,0.0735
89,729,9023,0.0808
90,579,9023,0.0642
91,665,9023,0.0737
92,667,9023,0.0739
93,573,9023,0.0635
94,561,9023,0.0622
95,580,9023,0.0643
96,521,9023,0.0577
97,547,9023,0.0606
98,502,9023,0.0556
99,558,9023,0.0618
