,epoch,average_angle_pc_weight
0,0,90.10475387573243
1,1,72.74946899414063
2,2,69.95768585205079
3,4,68.57500267028809
4,6,68.10175666809081
5,8,67.86723594665527
6,10,67.95161895751953
7,12,68.18585739135742
8,14,68.70226821899413
9,16,69.78055419921876
10,18,70.86632232666015
11,20,71.83326797485351
12,25,75.39609375
13,30,78.4846794128418
14,35,80.64559707641601
15,40,82.51393432617188
16,45,83.08303833007812
17,50,83.2819450378418
18,55,83.60132675170898
19,60,83.56968994140625
20,65,83.71396331787109
21,70,83.46731948852539
22,75,83.89223175048828
23,80,83.97340469360351
24,85,83.64133377075196
25,90,83.71383361816406
26,95,83.69778594970703
27,100,83.64491348266601
28,105,83.44011306762695
29,110,83.46237411499024
30,115,83.44223327636719
31,120,83.25580520629883
32,125,83.38612442016601
33,130,83.28185653686523
34,135,83.2252586364746
35,140,83.3360610961914
36,145,83.24974517822265
37,150,83.42064056396484
38,155,83.31351165771484
39,160,83.32770080566407
40,165,83.25816650390625
41,170,83.19254913330079
42,175,83.26854019165039
43,180,83.05879974365234
44,185,82.88960342407226
45,190,82.99209136962891
46,195,83.07652053833007
47,200,82.92988891601563
48,205,82.84347229003906
49,210,83.04112091064454
50,215,83.12714538574218
51,220,83.18136520385742
52,225,83.07482223510742
53,230,82.92241821289062
54,235,83.05339126586914
55,240,83.22371673583984
56,245,83.09617156982422
57,250,82.84112319946288
58,255,83.07950592041016
59,260,82.87035903930663
60,265,82.89466018676758
61,270,82.8132308959961
62,275,82.83653564453125
63,280,82.82618942260743
64,285,82.7088233947754
65,290,82.64760665893554
66,295,82.68979263305664
67,300,82.63799743652343
68,305,83.03734970092773
69,310,82.66452865600586
70,315,82.73086853027344
71,320,82.84138412475586
72,325,82.8605239868164
73,330,82.79693603515625
74,335,82.84815979003906
75,340,82.82131881713867
76,345,82.90043411254882
77,350,82.75749359130859
78,355,82.87285003662109
79,360,82.67229995727538
80,365,82.61052169799805
81,370,82.71462478637696
82,375,82.62686614990234
83,380,82.63988876342773
84,385,82.55796356201172
85,390,82.6210693359375
86,395,82.62982482910157
87,400,82.62619247436524
88,405,82.46318435668945
89,410,82.65024261474609
90,415,82.57090072631836
91,420,82.61789932250977
92,425,82.8459259033203
93,430,82.59013977050782
94,435,82.87680435180664
95,440,82.7257179260254
96,445,82.99698638916016
97,450,82.85037841796876
98,455,82.8336051940918
99,460,82.57563858032226
100,465,82.6351303100586
101,470,82.66079025268554
102,475,82.67467880249023
103,480,82.7011947631836
104,485,82.71739044189454
105,490,82.86033248901367
106,495,82.78185348510742
107,500,82.92399826049805
