epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
11,40.54333333333333,86.2,85.61
12,42.67,89.74,89.14999999999999
13,43.22166666666667,91.14,91.41
14,43.733333333333334,90.765,91.22
15,44.03,91.12333333333333,91.09
16,44.211666666666666,91.47833333333332,91.08000000000001
17,44.33833333333334,89.505,89.72
18,44.44833333333334,91.37666666666667,90.86
19,44.605,88.89666666666668,88.82
20,44.66,89.00666666666666,89.34
21,44.94833333333334,89.78,90.0
22,44.98833333333334,87.41333333333333,87.39
23,45.084999999999994,85.12333333333333,84.78
24,45.12833333333333,85.65666666666667,85.19
25,44.96,80.22333333333333,79.10000000000001
26,44.958333333333336,83.73,82.95
27,44.96,78.83333333333333,78.86
28,44.626666666666665,75.84,75.0
29,44.571666666666665,76.37333333333333,75.5
30,44.12166666666666,79.32333333333334,78.99000000000001
31,43.678333333333335,77.8,77.57
32,43.086666666666666,75.30166666666666,75.13
33,42.85666666666666,76.31,76.55999999999999
34,42.68833333333333,79.64333333333333,79.32000000000001
35,42.641666666666666,78.90833333333333,79.16
36,42.22833333333333,78.45333333333333,78.29
37,42.30166666666666,78.67833333333333,78.55
38,42.12166666666667,76.92999999999999,76.58
39,41.98166666666667,72.96166666666667,73.16
40,41.93666666666667,78.12166666666667,77.58
41,41.945,78.375,77.92
42,41.86,73.16166666666668,71.84
43,41.513333333333335,80.065,79.39
44,41.89833333333333,78.41666666666667,77.61
45,41.49,73.79166666666667,73.46000000000001
46,41.70166666666667,73.57000000000001,73.36
47,41.79333333333333,74.75500000000001,74.05000000000001
48,41.09166666666667,71.42666666666668,72.11999999999999
49,41.15,79.2,78.94
50,41.623333333333335,80.28166666666667,79.49000000000001
51,41.711666666666666,81.28833333333333,81.41000000000001
52,41.67,79.54833333333333,79.36999999999999
53,41.806666666666665,82.09833333333333,82.17
54,42.25,76.86500000000001,78.02
55,41.78333333333333,80.44666666666667,80.17
56,41.95833333333333,77.06333333333333,76.97
57,41.92333333333333,78.57166666666666,78.48
58,42.39333333333333,79.51166666666667,79.38
59,42.24166666666667,81.44333333333333,82.0
60,42.00333333333333,79.12333333333333,78.64
61,42.22666666666667,79.81333333333333,80.11
62,42.21666666666667,79.74166666666666,80.07
63,41.778333333333336,79.86,80.15
64,41.885,76.93666666666667,77.12
65,41.66833333333334,79.04666666666667,78.92
66,41.8,79.73166666666667,79.60000000000001
67,41.54833333333333,81.65,81.39999999999999
68,42.15833333333333,80.44833333333334,80.16
69,42.223333333333336,79.965,79.73
70,41.254999999999995,77.925,77.81
71,41.45166666666667,80.305,79.54
72,41.48166666666667,79.71166666666667,79.62
73,41.04,69.22833333333334,69.67
74,41.586666666666666,80.29333333333334,79.95
75,41.225,80.105,79.9
76,40.736666666666665,77.34333333333333,76.86
77,42.05833333333333,76.78,76.92
78,42.111666666666665,80.17333333333333,80.25999999999999
79,42.355,72.53500000000001,72.52
80,42.178333333333335,80.10333333333334,80.27
81,41.57,82.88666666666667,83.06
82,42.025,80.755,80.93
83,41.82666666666667,79.625,80.36999999999999
84,41.946666666666665,76.76166666666666,77.33
85,42.555,78.46666666666667,78.79
86,41.54666666666667,80.09333333333333,79.71000000000001
87,41.655,77.71666666666667,77.56
88,40.486666666666665,77.22333333333333,76.95
89,41.105000000000004,75.70833333333333,76.03999999999999
90,41.151666666666664,81.60833333333333,82.25
91,42.391666666666666,78.20166666666667,78.5
92,42.60166666666667,80.23666666666666,79.60000000000001
93,41.333333333333336,73.64166666666667,73.31
94,41.39666666666667,79.155,79.72
95,40.641666666666666,81.10833333333333,81.14
96,41.248333333333335,77.87166666666666,77.55
97,40.25333333333334,82.33,81.94
98,40.64333333333333,77.87166666666666,78.17
99,40.44833333333333,78.38000000000001,78.33
100,41.52,75.80333333333333,75.1
