,number_pca_components_class
0,28
1,31
2,39
3,43
4,42
5,50
6,52
7,50
8,42
9,46
10,49
11,50
12,35
13,27
14,42
15,53
16,57
17,57
18,42
19,52
20,40
21,46
22,36
23,20
24,47
25,48
26,49
27,54
28,48
29,53
30,49
31,43
32,52
33,47
34,43
35,47
36,38
37,44
38,46
39,42
40,54
41,49
42,48
43,48
44,34
45,25
46,52
47,50
48,52
49,52
50,42
51,48
52,41
53,55
54,53
55,42
56,43
57,42
58,44
59,58
60,42
61,48
62,54
63,60
64,63
65,48
66,55
67,68
68,46
69,55
70,35
71,44
72,59
73,60
74,46
75,61
76,67
77,51
78,45
79,66
80,67
81,34
82,39
83,51
84,49
85,56
86,50
87,54
88,65
89,61
90,34
91,45
92,64
93,42
94,31
95,56
96,51
97,52
98,54
99,65
100,59
101,46
102,68
103,35
104,53
105,45
106,59
107,44
108,46
109,53
110,57
111,34
112,46
113,61
114,53
115,28
116,43
117,58
118,46
119,50
120,54
121,41
122,60
123,52
124,28
125,56
126,38
127,59
128,40
129,52
130,57
131,60
132,54
133,28
134,56
135,59
136,50
137,55
138,49
139,62
140,50
141,59
142,57
143,42
144,58
145,37
146,43
147,60
148,51
149,64
150,60
151,58
152,55
153,32
154,42
155,59
156,57
157,52
158,66
159,61
160,64
161,57
162,51
163,47
164,48
165,39
166,26
167,43
168,67
169,47
170,48
171,60
172,64
173,44
174,54
175,59
176,45
177,37
178,34
179,46
180,50
181,42
182,34
183,45
184,30
185,57
186,27
187,26
188,47
189,42
190,44
191,23
192,22
193,33
194,44
195,51
196,42
197,51
198,43
199,41
