,epoch,Train_accuracy_org
0,1,9.863333333333333
1,2,9.863333333333333
2,3,9.863333333333333
3,4,9.863333333333333
4,5,9.863333333333333
5,6,9.863333333333333
6,7,9.863333333333333
7,8,9.863333333333333
8,9,10.053333333333333
9,10,9.915000000000001
10,11,9.915000000000001
11,12,9.915000000000001
12,13,9.915000000000001
13,14,9.915000000000001
14,15,9.915000000000001
15,16,9.915000000000001
16,17,9.915000000000001
17,18,9.915000000000001
18,19,9.915000000000001
19,20,9.863333333333333
20,21,9.915000000000001
21,22,9.915000000000001
22,23,11.188333333333333
23,24,11.103333333333333
24,25,11.508333333333333
25,26,11.251666666666667
26,27,11.705
27,28,11.29
28,29,10.6
29,30,9.566666666666666
30,31,8.971666666666668
31,32,9.276666666666667
32,33,9.681666666666667
33,34,8.616666666666667
34,35,8.258333333333333
35,36,8.110000000000001
36,37,8.376666666666667
37,38,9.088333333333333
38,39,9.178333333333333
39,40,9.235
40,41,9.306666666666667
41,42,9.581666666666667
42,43,9.733333333333333
43,44,8.941666666666666
44,45,9.356666666666667
45,46,8.923333333333334
46,47,9.171666666666667
47,48,9.046666666666667
48,49,9.025
49,50,8.815000000000001
50,51,9.981666666666666
51,52,9.354999999999999
52,53,9.338333333333333
53,54,8.91
54,55,8.065
55,56,8.966666666666667
56,57,9.213333333333333
57,58,8.636666666666667
58,59,9.308333333333334
59,60,10.32
60,61,10.195
61,62,9.521666666666667
62,63,10.299999999999999
63,64,9.353333333333333
64,65,9.825000000000001
65,66,9.791666666666666
66,67,9.415
67,68,9.273333333333333
68,69,8.881666666666668
69,70,8.95
70,71,8.128333333333334
71,72,7.906666666666666
72,73,8.713333333333333
73,74,9.58
74,75,9.753333333333334
75,76,9.996666666666666
76,77,10.441666666666666
77,78,12.115
78,79,12.196666666666667
79,80,10.613333333333333
80,81,10.083333333333332
81,82,9.883333333333333
82,83,9.945
83,84,10.523333333333333
84,85,9.633333333333335
85,86,9.446666666666667
86,87,9.461666666666666
87,88,10.456666666666667
88,89,9.59
89,90,9.976666666666667
90,91,9.59
91,92,9.67
92,93,9.646666666666667
93,94,10.136666666666667
94,95,9.423333333333334
95,96,9.945
96,97,10.366666666666667
97,98,10.265
98,99,9.525
99,100,9.375
100,101,9.531666666666666
101,102,9.425
102,103,9.561666666666667
103,104,9.521666666666667
104,105,9.531666666666666
105,106,9.801666666666668
106,107,9.791666666666666
107,108,9.981666666666666
108,109,9.743333333333332
109,110,9.916666666666666
110,111,9.879999999999999
111,112,9.983333333333333
112,113,9.906666666666666
113,114,9.733333333333333
114,115,9.358333333333334
115,116,9.975000000000001
116,117,9.728333333333333
117,118,9.67
118,119,9.538333333333334
119,120,9.626666666666667
120,121,9.775
121,122,9.77
122,123,9.45
123,124,9.719999999999999
124,125,9.92
125,126,9.706666666666667
126,127,9.718333333333334
127,128,9.983333333333333
128,129,10.096666666666666
129,130,9.926666666666668
130,131,10.188333333333334
131,132,9.961666666666668
132,133,9.981666666666666
133,134,10.223333333333333
134,135,10.371666666666666
135,136,10.003333333333334
136,137,9.641666666666666
137,138,9.873333333333335
138,139,9.248333333333333
139,140,9.371666666666666
140,141,9.648333333333333
141,142,9.746666666666666
142,143,10.005
143,144,10.271666666666667
144,145,10.451666666666666
145,146,10.203333333333333
146,147,10.048333333333332
147,148,10.006666666666666
148,149,9.761666666666667
149,150,9.318333333333333
150,151,9.583333333333334
151,152,10.184999999999999
152,153,10.196666666666667
153,154,9.758333333333333
154,155,9.471666666666668
155,156,9.666666666666666
156,157,9.541666666666666
157,158,9.435
158,159,9.501666666666667
159,160,9.613333333333333
160,161,9.171666666666667
161,162,9.395000000000001
162,163,9.338333333333333
163,164,9.934999999999999
164,165,9.705
165,166,10.0
166,167,9.94
167,168,10.016666666666667
168,169,9.961666666666668
169,170,9.855
170,171,10.025
171,172,9.983333333333333
172,173,9.915000000000001
173,174,9.653333333333332
174,175,9.578333333333333
175,176,9.973333333333333
176,177,10.041666666666666
177,178,9.643333333333333
178,179,9.466666666666667
179,180,9.493333333333332
180,181,9.879999999999999
181,182,9.86
182,183,9.453333333333333
183,184,9.536666666666667
184,185,9.798333333333334
185,186,9.785
186,187,9.5
187,188,9.503333333333334
188,189,9.665
189,190,9.716666666666667
190,191,9.643333333333333
191,192,9.569999999999999
192,193,9.83
193,194,9.761666666666667
194,195,9.515
195,196,9.741666666666667
196,197,10.083333333333332
197,198,10.068333333333333
198,199,10.146666666666667
199,200,10.153333333333334
200,201,10.356666666666667
201,202,10.048333333333332
202,203,10.236666666666666
203,204,10.283333333333333
204,205,10.098333333333333
205,206,9.8
206,207,9.831666666666667
207,208,9.586666666666668
208,209,9.586666666666668
209,210,9.646666666666667
210,211,9.631666666666666
211,212,9.56
212,213,9.453333333333333
213,214,9.671666666666667
214,215,9.535
215,216,9.436666666666667
216,217,9.366666666666665
217,218,9.495000000000001
218,219,9.605
219,220,9.418333333333333
220,221,9.463333333333333
221,222,9.263333333333334
222,223,9.625
223,224,9.578333333333333
224,225,9.56
