epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,18.284,20.560000000000002,20.65,23.226,26.548,26.77
1,21.918000000000003,24.914,25.1,22.3,25.562,26.090000000000003
2,29.676000000000002,34.48,35.13,30.858,35.955999999999996,36.08
4,36.302,42.44,42.39,37.512,44.07,44.080000000000005
6,40.400000000000006,46.996,46.0,41.636,48.628,47.05
8,43.480000000000004,50.33,47.68,44.658,51.82600000000001,48.980000000000004
10,45.818,52.652,48.699999999999996,47.242,54.279999999999994,50.24999999999999
12,47.806,54.52,49.02,49.156,56.08800000000001,50.72
14,49.488,56.001999999999995,49.36,50.748000000000005,57.403999999999996,50.72
16,51.42,57.598000000000006,49.35,52.434000000000005,58.830000000000005,50.449999999999996
18,52.748,58.477999999999994,49.220000000000006,53.894,59.902,50.1
20,54.372,59.746,48.97,55.318,60.92999999999999,49.57
25,57.67400000000001,61.944,48.449999999999996,58.738,63.129999999999995,49.05
30,59.714,62.980000000000004,47.410000000000004,60.775999999999996,64.086,48.480000000000004
35,61.370000000000005,63.794,46.82,62.322,64.828,47.56
40,62.461999999999996,64.302,46.2,62.93,64.804,46.32
45,65.984,67.292,47.17,66.462,67.676,47.199999999999996
50,66.652,67.364,46.14,67.206,67.948,46.35
55,70.038,70.088,46.949999999999996,70.06,70.15,47.07
60,72.886,71.966,46.77,73.262,72.306,47.05
65,74.154,72.922,47.14,74.59,73.33,47.47
70,75.89399999999999,73.954,47.49,76.23,74.238,47.43
75,77.14999999999999,74.902,47.68,77.338,75.044,47.73
80,79.334,76.434,47.620000000000005,79.49000000000001,76.534,47.96
85,81.256,77.436,47.69,81.348,77.482,47.74
90,82.72800000000001,78.468,47.9,82.872,78.524,47.88
95,82.86,78.55,47.53,82.902,78.636,47.57
100,84.612,79.654,48.17,84.786,79.79,48.339999999999996
105,84.122,79.104,47.78,84.11800000000001,79.168,48.0
110,84.958,79.792,48.35,84.956,79.79,48.41
115,85.10600000000001,79.63799999999999,47.97,85.298,79.84,48.0
120,86.45,80.648,48.51,86.502,80.65,48.65
125,87.16000000000001,81.024,47.93,87.356,81.19,48.309999999999995
130,87.08399999999999,80.706,48.089999999999996,87.13,80.848,48.22
135,88.1,81.528,48.24,88.292,81.728,48.32
140,88.146,81.536,48.26,88.182,81.69800000000001,48.41
145,89.18,82.186,48.22,89.35600000000001,82.38,48.480000000000004
150,90.0,82.772,48.5,90.24,82.892,48.55
155,90.312,82.93599999999999,48.27,90.462,83.08,48.480000000000004
160,90.334,82.958,48.61,90.476,83.15,48.620000000000005
