,number_pca_components_class
0,10
1,6
2,7
3,9
4,12
5,6
6,9
7,11
8,9
9,6
10,7
11,6
12,8
13,11
14,8
15,8
16,11
17,10
18,8
19,10
20,9
21,9
22,5
23,8
24,9
25,7
26,9
27,10
28,7
29,13
30,6
31,9
32,10
33,9
34,5
35,8
36,9
37,10
38,12
39,9
40,8
41,8
42,7
43,6
44,10
45,4
46,7
47,7
48,7
49,11
50,9
51,7
52,11
53,9
54,6
55,7
56,6
57,6
58,11
59,6
60,3
61,9
62,9
63,9
64,12
65,11
66,6
67,10
68,7
69,8
70,7
71,11
72,12
73,9
74,10
75,7
76,10
77,5
78,8
79,12
80,11
81,8
82,7
83,12
84,10
85,12
86,10
87,10
88,10
89,12
90,4
91,10
92,9
93,8
94,8
95,11
96,10
97,7
98,12
99,10
100,7
101,10
102,8
103,11
104,10
105,8
106,10
107,8
108,6
109,10
110,11
111,6
112,8
113,11
114,10
115,10
116,7
117,11
118,9
119,8
120,8
121,11
122,10
123,8
124,10
125,9
126,10
127,8
128,7
129,8
130,10
131,10
132,9
133,7
134,10
135,8
136,10
137,10
138,11
139,7
140,7
141,11
142,11
143,6
144,11
145,7
146,4
147,9
148,11
149,13
150,9
151,10
152,9
153,5
154,11
155,11
156,6
157,7
158,10
159,10
160,5
161,10
162,7
163,4
164,6
165,7
166,8
167,10
168,12
169,10
170,10
171,9
172,10
173,10
174,9
175,10
176,6
177,6
178,9
179,10
180,8
181,8
182,11
183,8
184,13
185,8
186,10
187,5
188,9
189,6
190,8
191,8
192,9
193,7
194,10
195,6
196,12
197,6
198,12
199,6
