Epoch,Correct,Total,Accuracy
40,2999,27121,0.1106
41,3373,27121,0.1244
42,3712,27121,0.1369
43,3992,27121,0.1472
44,4465,27121,0.1646
45,4729,27121,0.1744
46,4980,27121,0.1836
47,5210,27121,0.1921
48,5261,27121,0.194
49,5272,27121,0.1944
50,5596,27121,0.2063
51,5581,27121,0.2058
52,5602,27121,0.2066
53,5541,27121,0.2043
54,5442,27121,0.2007
55,5514,27121,0.2033
56,5183,27121,0.1911
57,5422,27121,0.1999
58,5567,27121,0.2053
59,5279,27121,0.1946
60,5240,27121,0.1932
61,5329,27121,0.1965
62,5198,27121,0.1917
63,5121,27121,0.1888
64,5226,27121,0.1927
65,5244,27121,0.1934
66,4885,27121,0.1801
67,5176,27121,0.1908
68,4987,27121,0.1839
69,5023,27121,0.1852
70,4859,27121,0.1792
71,4753,27121,0.1753
72,4684,27121,0.1727
73,4661,27121,0.1719
74,4722,27121,0.1741
75,4696,27121,0.1731
76,4506,27121,0.1661
77,4440,27121,0.1637
78,4342,27121,0.1601
79,4438,27121,0.1636
80,3998,27121,0.1474
81,4076,27121,0.1503
82,3790,27121,0.1397
83,3815,27121,0.1407
84,4007,27121,0.1477
85,3805,27121,0.1403
86,3911,27121,0.1442
87,3688,27121,0.136
88,3673,27121,0.1354
89,3479,27121,0.1283
90,3382,27121,0.1247
91,3378,27121,0.1246
92,3255,27121,0.12
93,3393,27121,0.1251
94,3178,27121,0.1172
95,3213,27121,0.1185
96,3201,27121,0.118
97,3139,27121,0.1157
98,3071,27121,0.1132
99,3047,27121,0.1123
