,number_pca_components_class
0,5
1,4
2,5
3,5
4,5
5,4
6,5
7,5
8,5
9,4
10,5
11,5
12,5
13,5
14,7
15,5
16,5
17,5
18,4
19,5
20,4
21,5
22,6
23,6
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,5
35,4
36,5
37,5
38,4
39,5
40,5
41,5
42,5
43,5
44,4
45,5
46,6
47,5
48,5
49,4
50,4
51,5
52,5
53,5
54,5
55,4
56,5
57,5
58,4
59,4
60,4
61,4
62,5
63,4
64,5
65,4
66,5
67,5
68,4
69,5
70,4
71,6
72,6
73,4
74,5
75,4
76,5
77,4
78,5
79,5
80,6
81,4
82,4
83,4
84,4
85,5
86,5
87,5
88,5
89,5
90,5
91,5
92,5
93,4
94,4
95,5
96,5
97,4
98,4
99,4
100,4
101,6
102,5
103,5
104,4
105,4
106,4
107,4
108,4
109,4
110,4
111,4
112,4
113,4
114,4
115,5
116,4
117,5
118,4
119,4
120,4
121,4
122,5
123,4
124,5
125,5
126,4
127,5
128,4
129,4
130,5
131,4
132,5
133,4
134,5
135,4
136,5
137,5
138,4
139,5
140,5
141,5
142,4
143,4
144,5
145,4
146,4
147,4
148,7
149,5
150,4
151,5
152,5
153,4
154,5
155,4
156,4
157,5
158,5
159,5
160,5
161,5
162,5
163,4
164,4
165,4
166,4
167,4
168,5
169,5
170,5
171,4
172,5
173,5
174,4
175,5
176,4
177,4
178,4
179,4
180,5
181,4
182,5
183,5
184,4
185,4
186,5
187,5
188,5
189,4
190,5
191,4
192,5
193,5
194,6
195,5
196,7
197,5
198,6
199,5
