,number_pca_components_class
0,50
1,57
2,80
3,90
4,75
5,114
6,108
7,103
8,87
9,97
10,100
11,96
12,77
13,42
14,66
15,114
16,106
17,107
18,83
19,93
20,74
21,93
22,65
23,27
24,112
25,106
26,96
27,120
28,103
29,114
30,118
31,95
32,128
33,108
34,91
35,95
36,78
37,86
38,81
39,84
40,107
41,108
42,95
43,92
44,61
45,57
46,94
47,108
48,118
49,108
50,86
51,98
52,92
53,115
54,109
55,85
56,90
57,90
58,87
59,114
60,92
61,86
62,110
63,122
64,130
65,106
66,98
67,138
68,101
69,120
70,70
71,80
72,117
73,118
74,97
75,137
76,138
77,116
78,75
79,125
80,136
81,68
82,72
83,101
84,105
85,106
86,101
87,102
88,134
89,127
90,77
91,100
92,122
93,74
94,64
95,107
96,92
97,116
98,116
99,132
100,129
101,84
102,131
103,57
104,111
105,107
106,125
107,88
108,94
109,109
110,122
111,69
112,100
113,113
114,105
115,51
116,82
117,115
118,84
119,116
120,117
121,81
122,119
123,119
124,50
125,120
126,73
127,132
128,84
129,94
130,116
131,133
132,100
133,55
134,107
135,125
136,117
137,107
138,108
139,131
140,107
141,127
142,127
143,85
144,128
145,56
146,81
147,136
148,91
149,129
150,136
151,114
152,93
153,68
154,74
155,123
156,133
157,92
158,124
159,125
160,135
161,123
162,95
163,98
164,93
165,74
166,45
167,79
168,134
169,98
170,82
171,114
172,137
173,87
174,117
175,130
176,79
177,77
178,75
179,103
180,103
181,89
182,77
183,78
184,58
185,108
186,55
187,49
188,84
189,71
190,86
191,51
192,60
193,79
194,65
195,90
196,66
197,84
198,69
199,83
