,number_pca_components_class
0,170
1,129
2,151
3,141
4,141
5,166
6,193
7,179
8,156
9,136
10,185
11,164
12,130
13,172
14,190
15,168
16,195
17,197
18,174
19,172
20,141
21,169
22,139
23,152
24,179
25,172
26,171
27,185
28,148
29,179
30,165
31,170
32,166
33,166
34,161
35,120
36,158
37,156
38,170
39,175
40,189
41,165
42,175
43,184
44,124
45,167
46,179
47,186
48,170
49,108
50,119
51,130
52,133
53,140
54,154
55,154
56,134
57,117
58,113
59,218
60,160
61,162
62,146
63,182
64,214
65,175
66,150
67,205
68,157
69,184
70,149
71,183
72,196
73,211
74,195
75,171
76,242
77,169
78,149
79,236
80,215
81,122
82,150
83,202
84,138
85,158
86,149
87,140
88,206
89,206
90,195
91,171
92,170
93,149
94,136
95,183
96,157
97,160
98,178
99,205
100,202
101,178
102,212
103,140
104,187
105,152
106,191
107,152
108,165
109,191
110,141
111,135
112,166
113,199
114,152
115,159
116,140
117,175
118,128
119,171
120,175
121,148
122,205
123,167
124,155
125,190
126,141
127,179
128,159
129,191
130,206
131,196
132,206
133,102
134,174
135,220
136,170
137,172
138,195
139,196
140,142
141,161
142,199
143,136
144,199
145,122
146,174
147,174
148,172
149,210
150,188
151,171
152,188
153,162
154,154
155,139
156,188
157,167
158,191
159,210
160,203
161,213
162,132
163,196
164,140
165,120
166,116
167,180
168,216
169,172
170,138
171,152
172,169
173,150
174,188
175,219
176,155
177,143
178,147
179,179
180,190
181,150
182,163
183,169
184,181
185,197
186,175
187,188
188,199
189,180
190,169
191,137
192,166
193,163
194,142
195,156
196,187
197,155
198,156
199,174
