,pca_variance_class
0,0.3994939943320934
1,0.27843295848376803
2,0.31810138484158174
3,0.40104243503981957
4,0.3068455675928364
5,0.37212833948205565
6,0.36639301411484976
7,0.3367288073834741
8,0.3969790771212116
9,0.3864204038710313
