,number_pca_components_class
0,46
1,53
2,54
3,54
4,55
5,55
6,60
7,58
8,54
9,55
10,61
11,55
12,50
13,45
14,53
15,61
16,63
17,64
18,55
19,56
20,50
21,52
22,49
23,33
24,57
25,56
26,58
27,55
28,52
29,56
30,58
31,55
32,54
33,59
34,56
35,57
36,52
37,53
38,58
39,54
40,56
41,65
42,54
43,53
44,58
45,46
46,59
47,61
48,53
49,53
50,51
51,54
52,54
53,56
54,55
55,52
56,52
57,49
58,58
59,54
60,38
61,51
62,51
63,51
64,54
65,49
66,49
67,60
68,44
69,59
70,39
71,46
72,60
73,54
74,51
75,51
76,57
77,49
78,56
79,63
80,61
81,45
82,46
83,57
84,48
85,56
86,48
87,50
88,57
89,59
90,47
91,56
92,50
93,48
94,40
95,50
96,48
97,50
98,60
99,58
100,51
101,48
102,60
103,48
104,58
105,46
106,53
107,54
108,47
109,56
110,51
111,42
112,42
113,63
114,58
115,48
116,38
117,54
118,52
119,49
120,50
121,44
122,61
123,50
124,39
125,52
126,45
127,52
128,45
129,52
130,60
131,55
132,50
133,33
134,55
135,55
136,54
137,52
138,52
139,53
140,55
141,54
142,59
143,47
144,62
145,41
146,42
147,52
148,51
149,54
150,53
151,54
152,57
153,44
154,41
155,57
156,53
157,48
158,59
159,60
160,62
161,58
162,45
163,53
164,51
165,42
166,37
167,47
168,60
169,53
170,41
171,53
172,56
173,46
174,59
175,62
176,41
177,54
178,44
179,55
180,55
181,50
182,51
183,53
184,45
185,65
186,42
187,44
188,52
189,53
190,50
191,40
192,45
193,53
194,43
195,53
196,55
197,46
198,43
199,54
