,acc_class
0,0.1414
1,0.1239
2,0.0076
3,0.0992
4,0.0238
5,0.0321
6,0.002
7,0.0143
8,0.0041
9,0.0298
10,0.0143
11,0.004
12,0.177
13,0.0745
14,0.0777
15,0.0
16,0.0175
17,0.0
18,0.0295
19,0.0062
20,0.002
21,0.0551
22,0.0221
23,0.0443
24,0.0
25,0.0312
26,0.0135
27,0.0141
28,0.0
29,0.0
30,0.0302
31,0.0402
32,0.01
33,0.0038
34,0.0651
35,0.0362
36,0.0257
37,0.0
38,0.0058
39,0.0318
40,0.0021
41,0.0019
42,0.0466
43,0.0173
44,0.0233
45,0.0931
46,0.0126
47,0.0273
48,0.0408
49,0.004
50,0.0058
51,0.0765
52,0.1807
53,0.0414
54,0.002
55,0.0
56,0.0496
57,0.0643
58,0.1306
59,0.0294
60,0.0996
61,0.004
62,0.0022
63,0.0251
64,0.0037
65,0.0
66,0.0202
67,0.002
68,0.0139
69,0.0588
70,0.012
71,0.0389
72,0.0061
73,0.0
74,0.0344
75,0.0437
76,0.0019
77,0.0233
78,0.0469
79,0.0
80,0.0076
81,0.0516
82,0.063
83,0.0321
84,0.0437
85,0.0137
86,0.0019
87,0.0021
88,0.0021
89,0.0
90,0.1068
91,0.004
92,0.0164
93,0.0218
94,0.0343
95,0.0169
96,0.0288
97,0.016
98,0.0239
99,0.0041
100,0.0236
101,0.0338
102,0.0019
103,0.0965
104,0.0081
105,0.04
106,0.002
107,0.0258
108,0.0077
109,0.002
110,0.0126
111,0.0322
112,0.0134
113,0.0056
114,0.0183
115,0.0687
116,0.0598
117,0.0079
118,0.0098
119,0.0
120,0.0043
121,0.0455
122,0.0
123,0.0581
124,0.125
125,0.0042
126,0.0211
127,0.004
128,0.0653
129,0.0076
130,0.0078
131,0.0
132,0.0094
133,0.1154
134,0.0
135,0.002
136,0.0145
137,0.004
138,0.002
139,0.0
140,0.0
141,0.0
142,0.0295
143,0.0139
144,0.002
145,0.1159
146,0.0495
147,0.004
148,0.0356
149,0.0159
150,0.0451
151,0.002
152,0.0078
153,0.0833
154,0.0204
155,0.0
156,0.0419
157,0.0232
158,0.0
159,0.002
160,0.002
161,0.0
162,0.0412
163,0.0353
164,0.0096
165,0.0892
166,0.1566
167,0.0281
168,0.002
169,0.0021
170,0.0672
171,0.0153
172,0.002
173,0.0083
174,0.008
175,0.0
176,0.1118
177,0.0082
178,0.0874
179,0.0
180,0.0549
181,0.0186
182,0.0038
183,0.043
184,0.0363
185,0.0
186,0.1845
187,0.1111
188,0.0104
189,0.0631
190,0.0124
191,0.1839
192,0.1014
193,0.0438
194,0.0397
195,0.0309
196,0.0231
197,0.0257
198,0.0232
199,0.0021
