,number_pca_components_class
0,24
1,19
2,21
3,22
4,20
5,20
6,23
7,30
8,23
9,18
10,23
11,22
12,15
13,29
14,33
15,25
16,25
17,27
18,25
19,24
20,20
21,20
22,25
23,27
24,21
25,20
26,23
27,17
28,16
29,19
30,16
31,25
32,20
33,18
34,21
35,20
36,24
37,23
38,26
39,25
40,25
41,23
42,27
43,24
44,21
45,24
46,30
47,26
48,20
49,17
50,17
51,20
52,22
53,20
54,17
55,16
56,20
57,18
58,17
59,21
60,17
61,20
62,23
63,19
64,22
65,17
66,21
67,24
68,17
69,25
70,17
71,28
72,31
73,21
74,18
75,19
76,19
77,17
78,22
79,28
80,26
81,16
82,17
83,27
84,16
85,27
86,19
87,19
88,24
89,25
90,23
91,22
92,23
93,19
94,19
95,24
96,21
97,19
98,20
99,20
100,18
101,22
102,22
103,19
104,23
105,19
106,20
107,18
108,17
109,23
110,21
111,16
112,17
113,25
114,20
115,23
116,14
117,21
118,18
119,16
120,18
121,18
122,26
123,21
124,22
125,17
126,20
127,21
128,18
129,18
130,29
131,22
132,23
133,15
134,24
135,24
136,19
137,23
138,19
139,22
140,23
141,22
142,22
143,15
144,23
145,21
146,16
147,18
148,27
149,24
150,20
151,22
152,21
153,22
154,15
155,21
156,19
157,20
158,26
159,24
160,24
161,24
162,20
163,21
164,18
165,18
166,15
167,20
168,25
169,21
170,18
171,21
172,24
173,24
174,22
175,24
176,19
177,22
178,22
179,22
180,23
181,25
182,23
183,24
184,26
185,23
186,25
187,29
188,25
189,24
190,23
191,23
192,21
193,22
194,21
195,25
196,32
197,23
198,21
199,23
