,pca_variance_class
0,0.9980418636059221
1,0.9982642324170982
2,0.9974406318597117
3,0.997576140701066
4,0.9979408409238223
5,0.9973695179745482
6,0.9977698599731103
7,0.997368449564883
8,0.9985769996903988
9,0.9983554743770531
