,number_pca_components_class
0,56
1,37
2,43
3,33
4,60
5,39
6,63
7,54
8,45
9,43
10,67
11,41
12,31
13,62
14,63
15,59
16,68
17,89
18,72
19,58
20,36
21,42
22,38
23,48
24,39
25,45
26,50
27,45
28,39
29,49
30,52
31,41
32,43
33,52
34,37
35,40
36,53
37,44
38,60
39,48
40,76
41,63
42,45
43,46
44,46
45,37
46,68
47,47
48,36
49,45
50,36
51,36
52,39
53,44
54,43
55,46
56,39
57,37
58,44
59,53
60,26
61,39
62,42
63,45
64,67
65,33
66,49
67,72
68,39
69,62
70,37
71,57
72,79
73,57
74,46
75,59
76,58
77,35
78,57
79,78
80,73
81,39
82,38
83,45
84,42
85,59
86,38
87,46
88,61
89,75
90,56
91,48
92,43
93,40
94,41
95,46
96,55
97,37
98,67
99,60
100,44
101,50
102,77
103,52
104,50
105,32
106,42
107,57
108,40
109,53
110,44
111,31
112,36
113,57
114,62
115,47
116,26
117,57
118,56
119,38
120,37
121,36
122,68
123,32
124,47
125,48
126,37
127,48
128,35
129,52
130,54
131,55
132,63
133,26
134,63
135,64
136,42
137,62
138,51
139,56
140,58
141,57
142,65
143,38
144,65
145,36
146,35
147,41
148,70
149,57
150,41
151,55
152,65
153,48
154,35
155,58
156,41
157,51
158,57
159,67
160,76
161,47
162,31
163,49
164,50
165,38
166,28
167,41
168,89
169,41
170,33
171,47
172,66
173,47
174,58
175,72
176,31
177,42
178,33
179,40
180,36
181,36
182,52
183,47
184,49
185,58
186,48
187,46
188,50
189,62
190,47
191,32
192,38
193,43
194,41
195,55
196,64
197,49
198,47
199,50
