,number_pca_components_class
0,85
1,90
2,85
3,92
4,110
5,94
6,113
7,123
8,112
9,95
10,127
11,99
12,83
13,97
14,124
15,118
16,125
17,142
18,107
19,128
20,89
21,100
22,96
23,74
24,95
25,98
26,98
27,103
28,90
29,100
30,102
31,98
32,96
33,97
34,87
35,87
36,109
37,100
38,118
39,108
40,131
41,118
42,114
43,106
44,93
45,75
46,133
47,104
48,96
49,90
50,85
51,89
52,101
53,97
54,87
55,91
56,87
57,83
58,99
59,113
60,88
61,88
62,113
63,103
64,123
65,89
66,108
67,137
68,94
69,115
70,78
71,110
72,147
73,116
74,106
75,116
76,116
77,93
78,111
79,140
80,140
81,97
82,86
83,107
84,91
85,124
86,108
87,110
88,132
89,123
90,99
91,93
92,110
93,85
94,87
95,113
96,109
97,97
98,104
99,126
100,107
101,103
102,132
103,88
104,96
105,94
106,106
107,115
108,102
109,115
110,114
111,78
112,85
113,118
114,124
115,92
116,77
117,120
118,97
119,100
120,108
121,90
122,129
123,97
124,94
125,111
126,89
127,116
128,98
129,109
130,118
131,122
132,118
133,62
134,125
135,131
136,102
137,116
138,113
139,117
140,120
141,121
142,119
143,89
144,124
145,73
146,88
147,109
148,123
149,123
150,105
151,124
152,131
153,93
154,90
155,115
156,101
157,106
158,129
159,125
160,129
161,105
162,90
163,106
164,96
165,85
166,65
167,97
168,143
169,110
170,79
171,110
172,126
173,100
174,106
175,126
176,88
177,88
178,80
179,93
180,110
181,85
182,84
183,96
184,88
185,110
186,75
187,81
188,97
189,97
190,86
191,65
192,64
193,83
194,91
195,116
196,121
197,105
198,90
199,107
