,pca_variance_class
0,0.6052565793836924
1,0.45032441722519945
2,0.594243531390014
3,0.626194285718775
4,0.71499300951442
5,0.5376309081772834
6,0.670462422251197
7,0.4401703499719317
8,0.7035032888454787
9,0.4106793899247633
