,number_pca_components_class
0,171
1,114
2,136
3,144
4,137
5,180
6,171
7,171
8,140
9,138
10,179
11,161
12,118
13,143
14,157
15,195
16,192
17,184
18,174
19,166
20,127
21,171
22,140
23,117
24,181
25,170
26,170
27,171
28,139
29,177
30,169
31,169
32,168
33,164
34,144
35,127
36,159
37,164
38,173
39,158
40,191
41,175
42,186
43,157
44,123
45,144
46,168
47,173
48,154
49,140
50,109
51,130
52,129
53,141
54,155
55,123
56,131
57,120
58,133
59,214
60,157
61,164
62,169
63,187
64,218
65,170
66,165
67,209
68,138
69,188
70,126
71,160
72,208
73,220
74,179
75,193
76,226
77,173
78,133
79,228
80,228
81,101
82,141
83,200
84,149
85,171
86,159
87,151
88,216
89,205
90,187
91,151
92,187
93,140
94,116
95,177
96,168
97,170
98,181
99,218
100,205
101,178
102,212
103,135
104,174
105,159
106,182
107,134
108,159
109,202
110,170
111,121
112,170
113,206
114,167
115,140
116,136
117,177
118,117
119,172
120,204
121,137
122,216
123,170
124,122
125,208
126,136
127,177
128,145
129,168
130,196
131,223
132,193
133,91
134,173
135,222
136,164
137,195
138,192
139,205
140,159
141,176
142,207
143,109
144,212
145,131
146,161
147,192
148,170
149,224
150,191
151,172
152,176
153,133
154,140
155,156
156,191
157,152
158,209
159,223
160,197
161,213
162,142
163,190
164,143
165,115
166,99
167,156
168,232
169,172
170,131
171,165
172,198
173,144
174,160
175,226
176,138
177,134
178,125
179,183
180,188
181,164
182,158
183,161
184,171
185,204
186,173
187,164
188,200
189,177
190,161
191,94
192,131
193,140
194,124
195,153
196,162
197,173
198,149
199,161
