epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,42.845,51.086666666666666,50.839999999999996,59.84166666666667,72.22666666666666,72.47
1,72.35166666666667,87.83833333333332,88.01,72.21833333333333,87.68833333333333,87.91
2,74.67166666666667,90.73166666666667,90.79,74.57833333333333,90.61333333333333,90.62
4,76.58666666666667,93.06333333333333,92.97,76.48,92.955,92.86999999999999
6,77.605,94.32333333333334,94.37,77.53666666666666,94.245,94.32000000000001
8,78.31833333333333,95.18833333333333,95.26,78.25999999999999,95.12166666666667,95.17999999999999
10,78.82166666666667,95.76833333333333,95.72,78.77666666666666,95.71,95.62
12,79.17166666666667,96.21333333333332,96.04,79.12,96.12166666666667,96.02000000000001
14,79.45666666666666,96.55666666666667,96.17,79.42666666666666,96.50333333333333,96.14
16,79.66166666666666,96.775,96.22,79.635,96.72666666666667,96.23
18,79.85333333333332,96.98,96.39,79.82833333333333,96.93833333333333,96.34
20,80.00500000000001,97.13333333333334,96.49,79.97333333333333,97.08833333333334,96.39999999999999
25,80.28833333333333,97.38166666666666,96.61999999999999,80.26333333333334,97.34666666666666,96.56
30,80.40666666666667,97.45833333333334,96.61999999999999,80.38666666666666,97.41833333333332,96.58
35,80.50500000000001,97.475,96.58,80.47166666666666,97.45333333333333,96.53
40,80.54,97.41333333333333,96.50999999999999,80.52666666666667,97.38333333333333,96.50999999999999
45,80.535,97.31333333333333,96.33,80.51,97.29333333333334,96.35000000000001
50,80.46166666666666,97.14666666666668,96.17999999999999,80.46,97.14666666666668,96.17
55,80.43166666666667,97.01166666666666,96.08,80.42833333333334,97.01666666666667,96.09
60,80.32666666666667,96.84166666666667,96.00999999999999,80.31,96.82,95.94
65,80.09833333333334,96.52,95.67999999999999,80.08833333333332,96.51333333333334,95.67
70,79.99666666666667,96.35166666666667,95.64,79.99166666666667,96.33666666666667,95.6
75,79.905,96.28166666666667,95.63000000000001,79.89166666666667,96.27,95.59
80,79.85,96.18833333333333,95.63000000000001,79.855,96.195,95.59
85,79.94333333333333,96.29333333333334,95.45,79.93666666666667,96.28833333333333,95.41
90,79.83166666666666,96.19,95.41,79.83,96.15666666666667,95.36
95,79.99666666666667,96.36666666666667,95.50999999999999,80.00166666666667,96.38,95.52000000000001
100,80.00333333333333,96.28999999999999,95.55,80.035,96.32833333333333,95.54
105,80.07166666666666,96.32666666666667,95.47,80.07833333333333,96.33833333333334,95.45
110,80.035,96.30666666666666,95.34,80.03666666666666,96.295,95.34
115,80.03,96.16166666666666,95.36,80.05166666666666,96.17999999999999,95.43
120,80.12666666666667,96.30833333333332,95.54,80.135,96.32833333333333,95.49
125,80.07,96.22333333333334,95.56,80.07833333333333,96.255,95.56
130,80.07666666666667,96.16333333333333,95.43,80.105,96.21166666666666,95.46
135,80.19666666666667,96.115,95.42,80.20833333333334,96.15,95.37
140,80.08333333333333,96.01666666666667,95.36,80.11333333333333,96.07666666666667,95.37
145,80.05,95.98666666666666,95.41,80.07833333333333,96.02000000000001,95.46
150,80.17833333333333,96.06666666666666,95.45,80.2,96.12,95.49
155,80.22166666666666,96.115,95.45,80.22333333333333,96.125,95.50999999999999
160,80.22166666666666,96.08166666666666,95.42,80.24666666666667,96.12666666666667,95.46
