epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
41,36.464,53.33599999999999,48.88
42,36.24,51.474,46.43
43,39.76,51.093999999999994,45.31
44,42.89,49.396,42.47
45,45.995999999999995,48.762,42.29
46,48.538,45.554,37.91
47,50.784,46.042,38.279999999999994
48,52.662,45.672000000000004,38.019999999999996
49,53.986000000000004,45.918,37.69
50,55.662,44.1,36.449999999999996
51,56.855999999999995,42.903999999999996,34.910000000000004
52,57.85,42.882,34.92
53,58.85399999999999,43.414,34.61
54,59.452000000000005,42.897999999999996,34.97
55,60.818000000000005,43.556,34.46
56,61.658,43.956,35.47
57,62.432,43.546,35.38
58,63.672,41.866,33.11
59,64.436,42.184,32.82
60,65.47800000000001,41.662,32.58
61,66.08800000000001,43.472,33.01
62,66.646,41.836,31.879999999999995
63,67.262,43.238,32.81
64,68.514,42.294,32.190000000000005
65,69.07,42.818,31.81
66,69.966,42.768,32.32
67,70.366,42.15,31.8
68,71.134,39.476,29.720000000000002
69,71.83,42.282,31.69
70,72.052,37.458000000000006,29.24
71,72.176,41.29,29.56
72,73.746,41.814,30.43
73,73.586,43.386,31.840000000000003
74,74.464,40.046,29.64
75,74.79400000000001,42.026,31.28
76,75.152,40.322,28.95
77,75.58200000000001,41.902,31.1
78,75.688,41.764,31.1
79,76.442,42.262,30.64
80,76.494,42.136,30.73
81,76.658,40.89,29.13
82,76.946,41.508,29.409999999999997
83,77.184,41.4,30.520000000000003
84,77.39,41.604,28.810000000000002
85,77.276,41.128,29.520000000000003
86,77.62400000000001,37.878,28.110000000000003
87,77.176,42.18,30.349999999999998
88,77.226,41.608000000000004,30.14
89,77.90599999999999,41.620000000000005,29.95
90,77.914,40.786,29.349999999999998
91,78.254,40.658,28.610000000000003
92,77.414,40.97,29.15
93,77.68,41.114,29.549999999999997
94,77.48,41.904,29.62
95,77.816,40.574,28.970000000000002
96,78.276,41.705999999999996,28.71
97,78.13799999999999,41.089999999999996,28.76
98,77.852,41.748000000000005,30.23
99,77.898,41.961999999999996,29.470000000000002
100,79.188,42.418,30.349999999999998
