,number_pca_components_class
0,7
1,6
2,7
3,7
4,6
5,6
6,7
7,8
8,7
9,6
10,7
11,6
12,6
13,6
14,8
15,8
16,7
17,8
18,7
19,7
20,6
21,6
22,7
23,7
24,6
25,7
26,7
27,6
28,6
29,6
30,6
31,7
32,6
33,6
34,8
35,6
36,7
37,7
38,8
39,8
40,8
41,7
42,8
43,8
44,6
45,7
46,8
47,7
48,6
49,6
50,6
51,6
52,8
53,7
54,6
55,5
56,7
57,6
58,5
59,6
60,5
61,6
62,7
63,6
64,7
65,5
66,8
67,7
68,6
69,8
70,5
71,8
72,8
73,6
74,6
75,6
76,6
77,6
78,7
79,8
80,8
81,5
82,6
83,7
84,6
85,7
86,6
87,6
88,7
89,8
90,6
91,7
92,7
93,6
94,6
95,7
96,7
97,6
98,6
99,6
100,6
101,7
102,7
103,6
104,6
105,6
106,6
107,6
108,5
109,6
110,6
111,5
112,6
113,7
114,6
115,6
116,5
117,6
118,6
119,5
120,6
121,6
122,7
123,6
124,7
125,6
126,6
127,6
128,6
129,6
130,8
131,6
132,7
133,5
134,7
135,7
136,6
137,7
138,6
139,6
140,7
141,6
142,6
143,5
144,7
145,6
146,6
147,6
148,7
149,7
150,6
151,6
152,6
153,6
154,6
155,6
156,6
157,6
158,8
159,7
160,7
161,7
162,7
163,6
164,6
165,6
166,6
167,6
168,7
169,6
170,6
171,7
172,7
173,7
174,7
175,8
176,5
177,7
178,7
179,7
180,7
181,8
182,8
183,7
184,7
185,7
186,7
187,7
188,8
189,7
190,7
191,7
192,7
193,7
194,8
195,8
196,9
197,8
198,8
199,7
