,pca_variance_class
0,0.8639153874556598
1,0.8620201301301861
2,0.8559871617372763
3,0.8594109285320235
4,0.8663343895536406
5,0.8593260159453656
6,0.8613822037132123
7,0.8603123110788701
8,0.860057265028315
9,0.8657679141696658
