,number_pca_components_class
0,13
1,14
2,15
3,15
4,15
5,14
6,17
7,16
8,15
9,16
10,18
11,14
12,13
13,11
14,15
15,17
16,17
17,19
18,17
19,15
20,14
21,16
22,13
23,10
24,17
25,16
26,17
27,17
28,15
29,16
30,16
31,16
32,17
33,17
34,17
35,15
36,15
37,16
38,18
39,16
40,19
41,18
42,16
43,16
44,13
45,14
46,17
47,17
48,15
49,15
50,14
51,15
52,16
53,16
54,17
55,14
56,15
57,14
58,14
59,17
60,10
61,14
62,15
63,14
64,15
65,13
66,13
67,19
68,12
69,17
70,11
71,14
72,18
73,17
74,16
75,14
76,18
77,13
78,15
79,18
80,17
81,12
82,13
83,17
84,12
85,18
86,13
87,14
88,17
89,18
90,13
91,17
92,14
93,14
94,11
95,15
96,14
97,13
98,17
99,17
100,15
101,14
102,18
103,14
104,17
105,13
106,15
107,14
108,13
109,15
110,14
111,11
112,12
113,18
114,15
115,14
116,11
117,15
118,15
119,13
120,15
121,12
122,19
123,14
124,13
125,15
126,13
127,15
128,12
129,16
130,18
131,17
132,15
133,9
134,17
135,16
136,15
137,15
138,15
139,15
140,16
141,17
142,16
143,12
144,19
145,12
146,11
147,14
148,14
149,16
150,16
151,16
152,16
153,12
154,11
155,18
156,15
157,14
158,19
159,19
160,19
161,17
162,11
163,15
164,13
165,12
166,10
167,13
168,18
169,16
170,12
171,16
172,18
173,13
174,16
175,19
176,11
177,16
178,15
179,14
180,15
181,15
182,16
183,15
184,15
185,17
186,14
187,14
188,16
189,16
190,15
191,13
192,15
193,15
194,11
195,15
196,13
197,12
198,13
199,16
