,number_pca_components_class
0,12
1,13
2,19
3,20
4,22
5,25
6,29
7,27
8,26
9,24
10,25
11,27
12,21
13,10
14,19
15,25
16,26
17,28
18,16
19,25
20,22
21,23
22,18
23,7
24,25
25,23
26,25
27,28
28,25
29,26
30,26
31,22
32,28
33,27
34,23
35,26
36,20
37,19
38,20
39,19
40,26
41,28
42,24
43,21
44,16
45,11
46,23
47,26
48,28
49,25
50,24
51,24
52,22
53,26
54,26
55,24
56,24
57,23
58,24
59,26
60,18
61,22
62,24
63,22
64,32
65,25
66,22
67,31
68,20
69,27
70,17
71,19
72,25
73,27
74,23
75,30
76,32
77,22
78,23
79,31
80,30
81,20
82,14
83,20
84,24
85,23
86,27
87,26
88,32
89,29
90,15
91,24
92,32
93,14
94,17
95,25
96,21
97,29
98,27
99,33
100,29
101,21
102,32
103,18
104,25
105,18
106,27
107,24
108,23
109,23
110,27
111,17
112,18
113,25
114,26
115,15
116,17
117,32
118,20
119,25
120,21
121,20
122,31
123,24
124,14
125,28
126,20
127,29
128,20
129,28
130,26
131,27
132,23
133,13
134,22
135,28
136,26
137,24
138,21
139,31
140,24
141,30
142,28
143,26
144,29
145,14
146,20
147,31
148,20
149,27
150,25
151,28
152,26
153,17
154,17
155,31
156,28
157,22
158,29
159,30
160,30
161,26
162,21
163,22
164,22
165,22
166,12
167,20
168,31
169,18
170,20
171,26
172,26
173,21
174,26
175,26
176,18
177,16
178,15
179,21
180,22
181,18
182,16
183,20
184,12
185,26
186,10
187,9
188,18
189,13
190,17
191,9
192,11
193,21
194,13
195,21
196,19
197,19
198,16
199,19
