,number_pca_components_class
0,9
1,12
2,13
3,14
4,13
5,14
6,15
7,14
8,14
9,15
10,14
11,14
12,14
13,8
14,12
15,13
16,14
17,15
18,11
19,14
20,13
21,13
22,12
23,8
24,14
25,14
26,14
27,15
28,15
29,14
30,15
31,14
32,15
33,15
34,14
35,14
36,12
37,12
38,13
39,12
40,14
41,14
42,13
43,13
44,12
45,11
46,13
47,15
48,15
49,14
50,15
51,14
52,14
53,14
54,15
55,15
56,15
57,15
58,15
59,14
60,12
61,14
62,13
63,14
64,14
65,14
66,12
67,14
68,13
69,13
70,11
71,11
72,13
73,14
74,14
75,14
76,15
77,14
78,14
79,14
80,14
81,13
82,11
83,12
84,12
85,13
86,14
87,13
88,14
89,14
90,12
91,14
92,15
93,12
94,11
95,11
96,12
97,14
98,15
99,15
100,14
101,11
102,14
103,11
104,13
105,13
106,14
107,14
108,12
109,13
110,14
111,12
112,13
113,13
114,13
115,10
116,11
117,14
118,12
119,14
120,13
121,11
122,14
123,15
124,10
125,14
126,13
127,14
128,13
129,13
130,14
131,14
132,11
133,11
134,14
135,14
136,15
137,11
138,13
139,13
140,13
141,14
142,14
143,14
144,14
145,10
146,12
147,14
148,11
149,14
150,14
151,14
152,14
153,11
154,11
155,14
156,14
157,11
158,14
159,15
160,15
161,14
162,12
163,13
164,13
165,12
166,10
167,13
168,15
169,13
170,11
171,14
172,13
173,11
174,14
175,14
176,13
177,12
178,11
179,14
180,13
181,12
182,13
183,12
184,10
185,14
186,9
187,9
188,12
189,11
190,13
191,11
192,11
193,13
194,10
195,11
196,12
197,10
198,9
199,13
