,number_pca_components_class
0,7
1,8
2,10
3,11
4,10
5,13
6,14
7,13
8,12
9,13
10,12
11,11
12,11
13,6
14,9
15,12
16,12
17,13
18,8
19,12
20,10
21,11
22,8
23,5
24,13
25,12
26,12
27,13
28,13
29,12
30,14
31,11
32,13
33,13
34,13
35,13
36,9
37,10
38,10
39,10
40,12
41,12
42,11
43,10
44,9
45,7
46,11
47,13
48,14
49,12
50,11
51,11
52,11
53,12
54,13
55,12
56,12
57,11
58,12
59,12
60,9
61,11
62,11
63,11
64,14
65,12
66,9
67,14
68,10
69,12
70,8
71,8
72,11
73,12
74,11
75,13
76,14
77,11
78,10
79,13
80,14
81,9
82,8
83,10
84,10
85,12
86,12
87,11
88,14
89,13
90,8
91,13
92,14
93,8
94,8
95,9
96,9
97,12
98,12
99,14
100,13
101,8
102,13
103,8
104,11
105,10
106,12
107,10
108,9
109,11
110,12
111,8
112,9
113,11
114,11
115,7
116,8
117,13
118,9
119,11
120,11
121,8
122,14
123,12
124,7
125,12
126,10
127,13
128,10
129,12
130,12
131,12
132,9
133,7
134,11
135,13
136,13
137,10
138,10
139,12
140,11
141,13
142,12
143,12
144,13
145,7
146,9
147,13
148,8
149,12
150,12
151,12
152,12
153,8
154,7
155,13
156,13
157,9
158,13
159,13
160,14
161,13
162,9
163,11
164,9
165,10
166,7
167,10
168,14
169,10
170,9
171,12
172,12
173,8
174,12
175,12
176,9
177,9
178,8
179,11
180,11
181,9
182,8
183,9
184,7
185,12
186,6
187,6
188,9
189,7
190,8
191,7
192,7
193,10
194,7
195,9
196,9
197,8
198,7
199,10
