,pca_variance_class
0,0.6941736742507018
1,0.7365004794955374
2,0.7064975739575619
3,0.7111986739236584
4,0.7185567349845381
5,0.7135507587618574
6,0.7113730625797409
7,0.7201162395804527
8,0.713963792143482
9,0.7223121071933352
