epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
41,38.352000000000004,50.858000000000004,46.17
42,43.302,52.971999999999994,46.68
43,46.062,53.22,46.07
44,48.574,53.712,45.01
45,49.71,52.373999999999995,43.65
46,50.653999999999996,52.263999999999996,43.03
47,50.534,52.04,42.33
48,50.0,51.746,41.55
49,49.612,53.918,42.93
50,48.88,49.437999999999995,39.22
51,47.458,51.224000000000004,40.47
52,45.984,49.738,39.96
53,45.272,49.012,39.65
54,44.006,49.076,39.269999999999996
55,43.168,46.632,38.39
56,41.821999999999996,45.062000000000005,36.730000000000004
57,40.852,45.654,37.96
58,40.586,43.626,35.56
59,39.672000000000004,43.038,34.63
60,39.378,43.72,36.63
61,38.78,42.244,34.55
62,37.412,42.72,35.38
63,36.792,41.56,33.910000000000004
64,36.808,40.19,32.83
65,36.308,41.705999999999996,33.78
66,36.104,40.726,33.69
67,35.946,40.586,34.48
68,34.516000000000005,37.1,31.11
69,35.205999999999996,38.018,31.4
70,34.538000000000004,41.221999999999994,34.94
71,34.802,38.99,32.97
72,35.214,37.686,31.480000000000004
73,34.798,40.083999999999996,33.300000000000004
74,34.336,38.396,32.79
75,33.61,39.376,33.019999999999996
76,34.658,37.97,31.879999999999995
77,33.81,36.408,30.709999999999997
78,35.07,37.564,31.419999999999998
79,34.564,37.388,31.130000000000003
80,34.81,40.012,33.43
81,34.642,38.166,32.6
82,34.9,37.894,31.759999999999998
83,34.398,40.094,32.83
84,34.711999999999996,34.605999999999995,29.439999999999998
85,34.158,35.85,29.21
86,33.632,40.018,33.839999999999996
87,34.058,38.34,32.11
88,33.782000000000004,37.472,31.209999999999997
89,33.228,34.839999999999996,28.810000000000002
90,33.872,37.352000000000004,31.25
91,34.12,35.972,30.06
92,33.635999999999996,36.374,30.070000000000004
93,33.1,35.148,29.12
94,32.891999999999996,36.278,29.89
95,31.44,35.496,29.849999999999998
96,31.77,35.426,29.54
97,31.89,36.39,29.799999999999997
98,32.416,36.612,30.409999999999997
99,30.964000000000002,34.742,28.73
100,31.718000000000004,32.064,26.950000000000003
