,acc_class
0,0.104
1,0.038
2,0.066
3,0.004
4,0.026
5,0.018
6,0.01
7,0.028
8,0.024
9,0.008
10,0.004
11,0.012
12,0.038
13,0.198
14,0.038
15,0.01
16,0.018
17,0.0
18,0.04
19,0.002
20,0.088
21,0.0
22,0.11
23,0.108
24,0.0
25,0.032
26,0.006
27,0.018
28,0.008
29,0.006
30,0.038
31,0.046
32,0.022
33,0.014
34,0.032
35,0.016
36,0.032
37,0.056
38,0.036
39,0.018
40,0.014
41,0.004
42,0.032
43,0.018
44,0.082
45,0.054
46,0.036
47,0.078
48,0.002
49,0.004
50,0.01
51,0.01
52,0.208
53,0.01
54,0.04
55,0.038
56,0.048
57,0.0
58,0.012
59,0.006
60,0.09
61,0.034
62,0.012
63,0.036
64,0.02
65,0.01
66,0.036
67,0.038
68,0.012
69,0.006
70,0.006
71,0.08
72,0.01
73,0.006
74,0.006
75,0.002
76,0.018
77,0.01
78,0.062
79,0.008
80,0.016
81,0.066
82,0.052
83,0.034
84,0.018
85,0.008
86,0.054
87,0.014
88,0.012
89,0.028
90,0.042
91,0.034
92,0.018
93,0.01
94,0.018
95,0.046
96,0.02
97,0.012
98,0.008
99,0.002
100,0.018
101,0.062
102,0.042
103,0.174
104,0.022
105,0.012
106,0.012
107,0.002
108,0.002
109,0.022
110,0.014
111,0.002
112,0.004
113,0.006
114,0.006
115,0.074
116,0.036
117,0.05
118,0.0
119,0.012
120,0.006
121,0.018
122,0.002
123,0.002
124,0.022
125,0.014
126,0.058
127,0.002
128,0.03
129,0.008
130,0.016
131,0.008
132,0.01
133,0.018
134,0.028
135,0.012
136,0.002
137,0.044
138,0.01
139,0.0
140,0.006
141,0.032
142,0.004
143,0.012
144,0.004
145,0.046
146,0.012
147,0.004
148,0.06
149,0.008
150,0.002
151,0.0
152,0.012
153,0.026
154,0.004
155,0.0
156,0.018
157,0.012
158,0.012
159,0.018
160,0.002
161,0.0
162,0.03
163,0.0
164,0.002
165,0.01
166,0.026
167,0.016
168,0.038
169,0.044
170,0.004
171,0.0
172,0.002
173,0.058
174,0.002
175,0.02
176,0.01
177,0.034
178,0.016
179,0.002
180,0.012
181,0.048
182,0.028
183,0.02
184,0.014
185,0.008
186,0.056
187,0.092
188,0.02
189,0.052
190,0.084
191,0.094
192,0.076
193,0.022
194,0.074
195,0.01
196,0.04
197,0.0
198,0.026
199,0.03
