,number_pca_components_class
0,23
1,28
2,32
3,34
4,34
5,40
6,41
7,39
8,32
9,36
10,36
11,40
12,33
13,23
14,36
15,41
16,41
17,41
18,31
19,38
20,32
21,38
22,32
23,23
24,37
25,39
26,39
27,42
28,39
29,43
30,38
31,38
32,39
33,41
34,35
35,37
36,31
37,36
38,36
39,33
40,41
41,38
42,36
43,35
44,28
45,28
46,37
47,39
48,40
49,41
50,36
51,37
52,33
53,42
54,41
55,34
56,38
57,39
58,34
59,41
60,34
61,38
62,39
63,43
64,44
65,34
66,41
67,47
68,34
69,42
70,29
71,35
72,42
73,42
74,38
75,43
76,49
77,39
78,37
79,45
80,45
81,29
82,33
83,35
84,39
85,42
86,35
87,39
88,47
89,43
90,27
91,38
92,44
93,33
94,24
95,39
96,39
97,35
98,39
99,45
100,43
101,36
102,46
103,27
104,39
105,36
106,43
107,30
108,32
109,38
110,41
111,26
112,33
113,41
114,40
115,24
116,30
117,43
118,33
119,40
120,40
121,30
122,45
123,39
124,25
125,42
126,30
127,41
128,31
129,40
130,39
131,42
132,38
133,24
134,41
135,38
136,38
137,40
138,36
139,45
140,35
141,41
142,41
143,32
144,42
145,26
146,31
147,42
148,37
149,45
150,42
151,40
152,41
153,24
154,30
155,42
156,42
157,36
158,47
159,44
160,46
161,43
162,38
163,35
164,36
165,33
166,20
167,34
168,47
169,36
170,33
171,42
172,45
173,34
174,39
175,44
176,33
177,28
178,26
179,36
180,36
181,32
182,30
183,35
184,24
185,42
186,22
187,23
188,34
189,31
190,34
191,21
192,23
193,26
194,30
195,38
196,35
197,37
198,32
199,33
