,pca_variance_class
0,0.19031948872262483
1,0.21014549705370592
2,0.18364685186297952
3,0.18752288802244182
4,0.18592086887354464
5,0.19132624077806856
6,0.18535747713564393
7,0.1985591964089503
8,0.18536107128531198
9,0.20253660433446263
