,number_pca_components_class
0,24
1,15
2,20
3,20
4,19
5,18
6,22
7,27
8,22
9,19
10,20
11,20
12,15
13,32
14,36
15,23
16,22
17,22
18,21
19,24
20,18
21,19
22,26
23,37
24,20
25,20
26,20
27,18
28,15
29,17
30,15
31,24
32,18
33,17
34,19
35,19
36,20
37,21
38,24
39,22
40,24
41,18
42,24
43,21
44,17
45,17
46,31
47,23
48,18
49,16
50,17
51,20
52,21
53,20
54,16
55,16
56,19
57,16
58,16
59,19
60,17
61,19
62,22
63,17
64,22
65,16
66,22
67,23
68,16
69,24
70,14
71,28
72,31
73,21
74,18
75,18
76,19
77,16
78,21
79,27
80,27
81,15
82,15
83,24
84,16
85,25
86,20
87,20
88,23
89,21
90,19
91,18
92,23
93,18
94,17
95,23
96,22
97,19
98,19
99,21
100,17
101,26
102,22
103,17
104,19
105,17
106,20
107,17
108,15
109,22
110,20
111,15
112,16
113,25
114,17
115,21
116,15
117,22
118,17
119,15
120,17
121,19
122,24
123,19
124,27
125,17
126,18
127,20
128,17
129,19
130,26
131,21
132,25
133,16
134,22
135,23
136,18
137,24
138,17
139,20
140,19
141,20
142,19
143,14
144,20
145,18
146,18
147,17
148,32
149,23
150,18
151,20
152,22
153,17
154,17
155,20
156,18
157,22
158,26
159,23
160,21
161,22
162,20
163,17
164,16
165,18
166,16
167,19
168,24
169,20
170,20
171,20
172,24
173,25
174,20
175,25
176,16
177,20
178,19
179,22
180,21
181,21
182,23
183,23
184,23
185,18
186,25
187,28
188,27
189,21
190,22
191,20
192,19
193,18
194,25
195,26
196,36
197,27
198,28
199,21
