,number_pca_components_class
0,9
1,12
2,10
3,10
4,11
5,10
6,11
7,12
8,11
9,9
10,9
11,13
12,10
13,13
14,13
15,11
16,12
17,12
18,11
19,10
20,11
21,11
22,14
23,11
24,11
25,10
26,12
27,10
28,10
29,11
30,9
31,12
32,11
33,9
34,8
35,12
36,10
37,9
38,12
39,12
40,11
41,10
42,11
43,11
44,10
45,10
46,10
47,12
48,12
49,12
50,10
51,10
52,11
53,10
54,9
55,11
56,10
57,10
58,10
59,10
60,10
61,9
62,12
63,11
64,11
65,11
66,12
67,10
68,10
69,10
70,11
71,11
72,13
73,9
74,10
75,10
76,11
77,9
78,13
79,13
80,12
81,9
82,8
83,10
84,9
85,13
86,11
87,10
88,12
89,11
90,10
91,11
92,12
93,10
94,10
95,10
96,9
97,11
98,10
99,11
100,11
101,9
102,12
103,11
104,11
105,11
106,11
107,11
108,9
109,11
110,10
111,11
112,9
113,10
114,11
115,11
116,9
117,9
118,12
119,10
120,9
121,9
122,12
123,12
124,9
125,9
126,10
127,11
128,11
129,10
130,12
131,11
132,10
133,8
134,12
135,12
136,9
137,11
138,10
139,11
140,12
141,12
142,11
143,11
144,12
145,11
146,8
147,9
148,11
149,11
150,10
151,11
152,9
153,11
154,7
155,10
156,11
157,10
158,12
159,10
160,10
161,10
162,10
163,10
164,11
165,10
166,7
167,11
168,12
169,11
170,9
171,12
172,13
173,9
174,11
175,10
176,10
177,10
178,10
179,9
180,9
181,10
182,10
183,9
184,11
185,10
186,12
187,10
188,11
189,11
190,8
191,10
192,7
193,8
194,9
195,11
196,13
197,10
198,8
199,10
