,number_pca_components_class
0,101
1,86
2,102
3,103
4,96
5,123
6,112
7,120
8,98
9,108
10,117
11,119
12,93
13,84
14,104
15,125
16,131
17,135
18,105
19,117
20,93
21,115
22,97
23,62
24,116
25,116
26,117
27,116
28,105
29,116
30,120
31,105
32,121
33,115
34,100
35,97
36,111
37,113
38,127
39,111
40,128
41,119
42,123
43,115
44,84
45,104
46,110
47,117
48,103
49,104
50,78
51,96
52,94
53,109
54,114
55,93
56,96
57,86
58,104
59,125
60,102
61,90
62,114
63,122
64,130
65,107
66,115
67,130
68,103
69,121
70,81
71,98
72,132
73,130
74,114
75,128
76,145
77,122
78,78
79,138
80,149
81,77
82,88
83,118
84,109
85,111
86,105
87,102
88,143
89,120
90,104
91,105
92,129
93,93
94,77
95,118
96,111
97,112
98,112
99,138
100,129
101,108
102,138
103,73
104,117
105,101
106,127
107,101
108,104
109,118
110,117
111,84
112,105
113,135
114,126
115,82
116,87
117,136
118,89
119,115
120,119
121,91
122,132
123,120
124,66
125,130
126,72
127,120
128,88
129,96
130,131
131,132
132,112
133,68
134,120
135,134
136,118
137,121
138,115
139,141
140,102
141,123
142,123
143,96
144,134
145,78
146,90
147,127
148,108
149,141
150,127
151,109
152,114
153,84
154,94
155,129
156,121
157,103
158,135
159,139
160,139
161,135
162,97
163,116
164,106
165,81
166,62
167,87
168,150
169,102
170,88
171,121
172,136
173,97
174,117
175,137
176,92
177,91
178,87
179,118
180,120
181,103
182,100
183,109
184,95
185,139
186,89
187,96
188,124
189,105
190,100
191,64
192,75
193,86
194,83
195,105
196,105
197,107
198,90
199,108
