,number_pca_components_class
0,17
1,17
2,24
3,26
4,24
5,30
6,30
7,31
8,25
9,28
10,28
11,29
12,22
13,18
14,24
15,31
16,33
17,33
18,21
19,27
20,23
21,27
22,20
23,10
24,30
25,29
26,30
27,33
28,30
29,32
30,30
31,26
32,31
33,30
34,27
35,27
36,25
37,27
38,28
39,27
40,32
41,29
42,31
43,29
44,17
45,19
46,28
47,31
48,30
49,30
50,25
51,27
52,25
53,32
54,31
55,25
56,26
57,25
58,25
59,30
60,23
61,21
62,29
63,30
64,33
65,24
66,28
67,36
68,25
69,32
70,15
71,24
72,32
73,31
74,27
75,34
76,37
77,29
78,20
79,35
80,36
81,15
82,18
83,27
84,28
85,30
86,25
87,26
88,37
89,31
90,19
91,26
92,34
93,21
94,16
95,30
96,25
97,27
98,28
99,36
100,33
101,27
102,35
103,13
104,31
105,25
106,33
107,22
108,23
109,29
110,31
111,16
112,23
113,32
114,31
115,14
116,17
117,35
118,22
119,28
120,28
121,20
122,34
123,30
124,14
125,32
126,17
127,32
128,18
129,26
130,32
131,32
132,29
133,11
134,30
135,31
136,30
137,30
138,26
139,34
140,24
141,32
142,29
143,28
144,33
145,16
146,19
147,32
148,29
149,34
150,33
151,28
152,28
153,16
154,20
155,34
156,33
157,26
158,36
159,35
160,35
161,33
162,27
163,26
164,27
165,20
166,10
167,18
168,37
169,24
170,22
171,32
172,34
173,23
174,32
175,34
176,23
177,20
178,22
179,28
180,29
181,23
182,21
183,27
184,17
185,34
186,15
187,18
188,29
189,20
190,23
191,13
192,13
193,21
194,20
195,26
196,23
197,25
198,21
199,26
