,pca_variance_class
0,0.964162356357845
1,0.9680869974938012
2,0.9609981247308399
3,0.9656165045713753
4,0.968996175236487
5,0.960775566012864
6,0.9694483539619706
7,0.9665280972369449
8,0.9614324698539229
9,0.9663747950831433
