,number_pca_components_class
0,96
1,77
2,88
3,86
4,99
5,95
6,118
7,125
8,98
9,103
10,124
11,89
12,78
13,92
14,122
15,118
16,118
17,139
18,115
19,115
20,86
21,96
22,92
23,63
24,95
25,98
26,99
27,99
28,85
29,101
30,96
31,103
32,97
33,98
34,79
35,81
36,115
37,94
38,122
39,106
40,133
41,134
42,115
43,108
44,91
45,81
46,129
47,105
48,85
49,78
50,69
51,74
52,87
53,88
54,88
55,77
56,80
57,68
58,94
59,100
60,69
61,92
62,119
63,88
64,114
65,73
66,85
67,127
68,85
69,113
70,50
71,91
72,131
73,111
74,110
75,99
76,120
77,90
78,94
79,152
80,140
81,73
82,91
83,113
84,67
85,119
86,93
87,79
88,127
89,127
90,94
91,99
92,98
93,81
94,71
95,100
96,84
97,78
98,101
99,116
100,101
101,93
102,119
103,72
104,115
105,87
106,91
107,90
108,75
109,114
110,92
111,61
112,74
113,122
114,100
115,90
116,52
117,96
118,74
119,83
120,99
121,66
122,127
123,85
124,73
125,98
126,86
127,101
128,82
129,93
130,132
131,118
132,103
133,45
134,128
135,119
136,92
137,108
138,100
139,113
140,108
141,107
142,112
143,76
144,131
145,71
146,58
147,100
148,114
149,124
150,101
151,108
152,123
153,79
154,63
155,97
156,86
157,83
158,132
159,127
160,131
161,113
162,65
163,91
164,69
165,55
166,46
167,76
168,133
169,107
170,62
171,101
172,121
173,69
174,112
175,133
176,75
177,99
178,87
179,103
180,106
181,97
182,88
183,92
184,101
185,126
186,88
187,88
188,110
189,104
190,96
191,67
192,70
193,88
194,69
195,100
196,107
197,90
198,77
199,109
