,epoch,dot_p_b_corr,dot_p_b_org
0,0,0.01929687898012232,0.01808290389229794
1,1,0.014068399055781312,0.014324731738675728
2,2,0.015365556673820694,0.015413063210426722
3,4,0.017712732843529595,0.01754801205328733
4,6,0.02039839510354551,0.020117658310978247
5,8,0.023911646791511976,0.023465285551307696
6,10,0.027090800455894723,0.026399675086277854
7,12,0.030369231586026203,0.02981365113504166
8,14,0.034717486395061496,0.03439114578003491
9,16,0.03738745695024072,0.03717788728734924
10,18,0.03851383593860655,0.03821750753395195
11,20,0.03903563616081157,0.039744919670719685
12,25,0.043375957061704225,0.03632778245142121
13,30,0.05994399278340456,0.03471643836992441
14,35,0.08523620929702858,0.03160536888139497
15,40,0.10886009148126748,0.025114161356427578
16,45,0.12831441965859666,0.02265234376192467
17,50,0.14162071210239524,0.018574550573945626
18,55,0.14775603400342305,0.02162898630656925
19,60,0.14826207250893816,0.02126014652606698
20,65,0.16240763373944297,0.030274873297325214
21,70,0.18008461760383943,0.025149386291403432
22,75,0.1926098561472657,0.04460338385898642
23,80,0.20987908864169388,0.035407423110446486
24,85,0.22803618625619332,0.01788333565189411
25,90,0.23917455955607403,0.028419709476130622
26,95,0.25035502094105117,0.018081001134804466
27,100,0.26063821722569663,0.023475969494683592
28,105,0.2695807158899829,0.0162350308116893
29,110,0.27297805794020996,0.014811932773906964
30,115,0.2821411369860874,0.02219203027875128
31,120,0.2879379820460951,0.019201392386686437
32,125,0.2954956111806102,0.015811963680387845
33,130,0.3027141930406161,0.01893505400709663
34,135,0.30708509040944043,0.01962101481479168
35,140,0.30924645437829335,0.019542224614270798
36,145,0.31503470687509066,0.016465226517476197
37,150,0.3196627224355065,0.024340934246844387
38,155,0.3216398388135169,0.014074093238240935
39,160,0.3250173358928439,0.010177796759446463
40,165,0.3256351749803817,0.015297057704336418
41,170,0.3379252650748888,0.01252066122057207
42,175,0.33569387925831407,0.010759385057858792
43,180,0.33182384108543506,0.02229038119220947
44,185,0.3441564065182113,0.013598723662230389
45,190,0.34331261621007525,0.007859240622618417
46,195,0.33994152932314686,0.009130894124184713
47,200,0.33554418837131395,0.01081682177151501
48,205,0.3318466313428989,0.011307401365917354
49,210,0.32997428431443976,0.009348882252951612
