,pca_variance_class
0,0.259742270725233
1,0.19327904465976378
2,0.11743370417566693
3,0.08506241828459131
4,0.10045000149243907
5,0.09658672576085316
6,0.15997666262190374
7,0.265369992921548
8,0.20637609787489808
9,0.1033934217692093
