,number_pca_components_class
0,31
1,21
2,28
3,28
4,27
5,26
6,33
7,36
8,32
9,26
10,29
11,27
12,22
13,36
14,48
15,33
16,30
17,32
18,29
19,33
20,26
21,27
22,37
23,41
24,28
25,28
26,29
27,26
28,23
29,25
30,22
31,34
32,26
33,25
34,28
35,28
36,30
37,32
38,33
39,31
40,36
41,27
42,35
43,31
44,24
45,24
46,43
47,34
48,26
49,24
50,25
51,28
52,30
53,28
54,23
55,23
56,27
57,24
58,23
59,28
60,24
61,27
62,31
63,25
64,32
65,23
66,31
67,34
68,24
69,35
70,22
71,41
72,44
73,31
74,25
75,26
76,27
77,25
78,30
79,39
80,38
81,22
82,21
83,35
84,24
85,35
86,29
87,28
88,32
89,30
90,28
91,25
92,32
93,27
94,24
95,32
96,31
97,27
98,27
99,30
100,26
101,37
102,31
103,24
104,27
105,26
106,29
107,25
108,23
109,32
110,29
111,22
112,24
113,36
114,24
115,29
116,22
117,31
118,24
119,23
120,25
121,27
122,33
123,27
124,37
125,25
126,26
127,28
128,25
129,27
130,38
131,30
132,37
133,23
134,31
135,33
136,26
137,34
138,25
139,29
140,28
141,29
142,26
143,21
144,29
145,26
146,25
147,25
148,41
149,33
150,26
151,30
152,32
153,26
154,24
155,29
156,27
157,31
158,35
159,34
160,31
161,32
162,28
163,24
164,24
165,26
166,23
167,27
168,34
169,29
170,29
171,29
172,33
173,34
174,29
175,35
176,23
177,28
178,27
179,31
180,31
181,30
182,32
183,33
184,32
185,26
186,31
187,37
188,38
189,30
190,30
191,28
192,28
193,27
194,34
195,36
196,49
197,38
198,37
199,31
