epoch,Train_accuracy,Train_accuracy_org,Test_accuracy
41,35.716,52.172,47.57
42,35.406,52.174,46.75
43,38.676,49.419999999999995,43.68
44,41.708,48.394,41.43
45,43.908,46.904,39.65
46,46.44,47.284,39.86
47,48.174,45.788000000000004,38.519999999999996
48,50.12799999999999,46.236,38.91
49,51.593999999999994,44.216,37.2
50,52.758,43.484,36.05
51,53.906,42.821999999999996,35.010000000000005
52,55.010000000000005,42.996,34.64
53,56.444,43.678,34.81
54,57.06400000000001,42.788,34.75
55,58.424,43.18,33.989999999999995
56,59.518,43.454,33.839999999999996
57,60.462,43.4,34.29
58,61.428000000000004,43.218,33.86
59,62.402,42.758,33.239999999999995
60,62.99,42.914,33.800000000000004
61,63.834,41.412,31.990000000000002
62,64.788,41.752,31.169999999999998
63,65.508,41.528,31.65
64,66.7,40.926,30.25
65,67.46600000000001,41.11,31.4
66,67.838,41.128,30.89
67,68.34599999999999,42.036,32.190000000000005
68,69.482,40.946,30.099999999999998
69,69.834,41.004000000000005,30.25
70,70.772,40.966,30.2
71,71.322,40.586,29.49
72,71.65,40.824,29.7
73,72.37599999999999,40.976,29.439999999999998
74,72.836,40.604,29.67
75,73.48599999999999,40.896,29.81
76,74.06,40.524,29.520000000000003
77,74.09400000000001,41.308,29.849999999999998
78,74.638,40.558,30.0
79,74.922,40.264,28.68
80,74.97200000000001,41.852000000000004,29.609999999999996
81,75.14,42.083999999999996,30.409999999999997
82,76.038,40.454,28.660000000000004
83,76.126,41.815999999999995,29.799999999999997
84,76.584,42.158,29.509999999999998
85,77.36800000000001,39.11,27.54
86,77.402,42.966,30.17
87,77.386,41.3,29.75
88,77.422,42.348,30.23
89,78.14999999999999,41.918,29.14
90,78.122,41.024,28.26
91,78.61200000000001,42.286,29.48
92,78.658,40.955999999999996,28.389999999999997
93,78.774,40.794000000000004,28.22
94,78.972,41.042,28.610000000000003
95,79.144,40.426,27.66
96,79.326,41.452,28.749999999999996
97,79.43,40.977999999999994,28.27
98,78.88,41.512,28.050000000000004
99,80.226,42.41,29.4
100,79.874,41.589999999999996,28.62
