,pca_variance_class
0,0.7007725843430697
1,0.8418723618120119
2,0.7093388675909431
3,0.7369879098095421
4,0.7562601443643482
5,0.7276292952394309
6,0.7443488407387443
7,0.7731078343852958
8,0.7344322947927665
9,0.7672832466772777
