,pca_variance_class
0,0.059757068858427013
1,0.04499760861064297
2,0.052656698853319965
3,0.04941078861736791
4,0.05627685653824147
5,0.038141952052820775
6,0.03946783451792927
7,0.10314042969726903
8,0.07459766223432131
9,0.06560849253534987
