,number_pca_components_class
0,23
1,27
2,32
3,30
4,27
5,34
6,38
7,37
8,29
9,33
10,34
11,34
12,29
13,22
14,33
15,35
16,38
17,37
18,34
19,33
20,31
21,32
22,29
23,22
24,34
25,37
26,37
27,37
28,34
29,32
30,31
31,32
32,32
33,34
34,34
35,32
36,30
37,31
38,34
39,33
40,35
41,34
42,33
43,33
44,26
45,27
46,34
47,35
48,37
49,32
50,33
51,33
52,30
53,37
54,34
55,30
56,32
57,32
58,30
59,37
60,26
61,34
62,30
63,34
64,35
65,29
66,35
67,39
68,33
69,34
70,30
71,33
72,36
73,37
74,37
75,32
76,43
77,31
78,32
79,41
80,39
81,29
82,29
83,34
84,32
85,36
86,30
87,32
88,37
89,39
90,29
91,36
92,35
93,29
94,25
95,35
96,32
97,30
98,35
99,38
100,34
101,32
102,39
103,29
104,34
105,34
106,36
107,30
108,29
109,34
110,30
111,26
112,28
113,36
114,33
115,28
116,29
117,37
118,32
119,34
120,32
121,28
122,36
123,33
124,24
125,34
126,29
127,35
128,26
129,37
130,36
131,36
132,34
133,24
134,37
135,37
136,34
137,32
138,31
139,35
140,30
141,33
142,34
143,30
144,38
145,24
146,26
147,34
148,33
149,40
150,37
151,32
152,32
153,28
154,28
155,35
156,35
157,29
158,40
159,37
160,42
161,37
162,32
163,33
164,30
165,29
166,23
167,29
168,40
169,34
170,31
171,37
172,35
173,28
174,35
175,39
176,30
177,33
178,29
179,36
180,33
181,33
182,31
183,33
184,26
185,40
186,25
187,26
188,34
189,31
190,34
191,27
192,28
193,30
194,27
195,33
196,35
197,30
198,29
199,32
