epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,70.035,69.99666666666667,70.76
1,92.02833333333334,92.02666666666667,92.72
2,94.695,94.695,95.06
4,97.485,97.485,97.61
6,98.06166666666667,98.06666666666666,98.11
8,98.58666666666667,98.585,98.5
10,98.91499999999999,98.91333333333333,98.76
12,99.13333333333333,99.13333333333333,98.95
14,99.32,99.32,98.97
16,99.425,99.425,99.05000000000001
18,99.50666666666666,99.50666666666666,99.09
20,99.45666666666668,99.45666666666668,98.92999999999999
25,99.61833333333333,99.61666666666666,99.08
30,99.56666666666666,99.565,99.00999999999999
35,99.835,99.835,99.16
