epoch,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,22.586000000000002,25.625999999999998,26.340000000000003
1,34.367999999999995,40.588,40.62
2,39.158,46.434,46.339999999999996
4,46.983999999999995,56.10000000000001,55.669999999999995
6,52.942,63.12799999999999,61.69
8,57.362,68.096,65.62
10,61.68,73.178,68.60000000000001
12,64.056,75.532,70.15
14,66.36999999999999,77.562,69.91000000000001
16,69.66,80.28800000000001,70.33
18,72.76,82.45400000000001,70.38
20,74.702,83.15,68.84
25,81.116,85.68,67.17999999999999
30,83.818,86.144,66.51
35,84.91,86.258,66.08000000000001
40,84.072,85.634,65.5
45,86.034,86.31400000000001,65.82000000000001
50,85.634,86.388,65.99000000000001
55,85.79599999999999,86.646,66.45
60,86.74199999999999,86.37,65.14999999999999
65,86.422,86.47399999999999,65.68
70,86.604,86.83800000000001,66.23
75,86.65,86.292,65.95
80,86.786,86.64,66.36999999999999
85,86.828,86.558,65.74
90,87.298,86.712,66.13
95,87.184,86.676,65.95
100,86.99799999999999,86.836,66.4
105,87.148,86.512,65.95
110,86.6,86.302,65.75
115,87.402,86.70400000000001,66.05
120,87.036,86.442,65.84
125,87.53800000000001,86.738,66.18
130,87.70400000000001,86.41,65.16
135,87.092,86.368,65.64
140,87.668,86.574,65.42999999999999
145,87.2,86.288,65.8
150,87.846,86.138,65.06
155,87.498,86.384,66.01
160,87.774,86.292,65.55
165,87.746,86.27,64.62
170,87.964,86.586,65.11
175,87.86,86.312,65.61
180,88.346,86.722,65.39
185,88.124,86.208,65.55
190,88.044,86.632,65.63
195,88.21600000000001,86.468,65.39
200,88.17399999999999,86.656,65.81
205,87.94800000000001,86.056,65.14
210,88.518,86.33999999999999,65.11
215,89.036,86.522,65.22
220,89.024,86.556,64.97
225,88.766,86.194,65.03
230,87.786,85.92,65.10000000000001
235,88.402,86.11,64.58
240,88.842,86.384,65.14
245,88.616,86.138,64.91
250,88.452,86.118,65.22
255,88.89399999999999,86.274,65.46
260,88.942,86.248,65.36
265,89.342,86.7,66.09
270,87.51400000000001,85.80799999999999,65.02
275,88.20400000000001,86.14,64.91
280,89.004,86.328,65.44
285,88.106,86.032,65.29
290,88.22,86.068,65.16
295,88.98,86.322,65.48
300,88.59,86.41,65.03999999999999
305,88.466,86.214,65.44
310,89.088,86.26599999999999,64.9
315,88.818,86.036,64.92
320,89.176,86.342,65.07
325,87.548,85.904,65.22
330,88.672,86.264,65.11
335,89.224,86.152,65.22
340,89.02,86.124,64.74
345,88.542,85.98599999999999,64.98
350,89.486,86.196,64.64999999999999
355,89.018,85.924,64.44
360,88.936,85.96000000000001,64.74
365,88.666,85.856,64.96
370,88.626,86.21600000000001,65.16
375,89.19200000000001,86.13,65.51
380,89.584,86.08200000000001,64.84
385,88.70400000000001,85.758,64.83
390,88.916,86.04,65.14
395,89.298,85.81,64.67
400,89.22,85.988,65.27
405,89.27199999999999,86.066,64.71000000000001
410,89.35600000000001,85.946,65.21000000000001
415,89.248,86.19,64.92999999999999
420,88.882,85.81,64.34
425,89.08,85.898,64.25999999999999
430,89.2,85.682,64.45
435,89.704,85.996,64.85
440,88.872,85.902,64.62
445,89.324,85.836,64.86
450,89.44800000000001,86.072,65.21000000000001
455,89.32600000000001,85.98400000000001,64.47
460,89.114,85.60799999999999,64.5
465,89.572,85.812,64.46
470,89.846,86.058,65.44
475,89.732,85.828,64.98
480,89.386,85.798,64.64
485,89.512,85.762,64.27000000000001
490,89.492,85.824,64.73
495,88.456,85.22,64.13
500,89.98,86.092,65.05
