,number_pca_components_class
0,4
1,5
2,5
3,5
4,5
5,4
6,5
7,5
8,5
9,5
10,5
11,5
12,5
13,5
14,5
15,5
16,5
17,4
18,4
19,5
20,5
21,5
22,5
23,5
24,4
25,5
26,5
27,5
28,4
29,5
30,5
31,5
32,5
33,5
34,5
35,4
36,4
37,5
38,5
39,4
40,4
41,5
42,5
43,4
44,5
45,4
46,5
47,4
48,5
49,5
50,5
51,5
52,5
53,5
54,4
55,5
56,5
57,5
58,4
59,5
60,4
61,5
62,3
63,4
64,5
65,5
66,5
67,4
68,4
69,5
70,4
71,4
72,5
73,3
74,5
75,5
76,5
77,5
78,5
79,5
80,5
81,5
82,3
83,5
84,5
85,5
86,5
87,5
88,5
89,4
90,5
91,5
92,5
93,5
94,5
95,4
96,5
97,4
98,5
99,5
100,5
101,5
102,5
103,5
104,3
105,3
106,5
107,4
108,4
109,4
110,4
111,5
112,5
113,5
114,4
115,4
116,5
117,5
118,5
119,5
120,5
121,5
122,5
123,5
124,3
125,3
126,5
127,5
128,4
129,5
130,3
131,4
132,4
133,5
134,4
135,5
136,5
137,4
138,5
139,5
140,4
141,5
142,5
143,4
144,4
145,4
146,5
147,5
148,4
149,5
150,4
151,5
152,4
153,5
154,5
155,5
156,5
157,5
158,4
159,5
160,4
161,5
162,5
163,4
164,5
165,5
166,5
167,4
168,5
169,4
170,4
171,4
172,4
173,5
174,5
175,4
176,4
177,5
178,5
179,3
180,4
181,5
182,5
183,5
184,4
185,5
186,4
187,5
188,4
189,5
190,4
191,4
192,5
193,4
194,5
195,5
196,5
197,5
198,5
199,4
