,number_pca_components_class
0,3
1,4
2,3
3,4
4,5
5,7
6,5
7,6
8,5
9,6
10,6
11,6
12,6
13,5
14,3
15,2
16,7
17,4
18,2
19,5
20,6
21,6
22,3
23,7
24,5
25,4
26,3
27,5
28,4
29,5
30,3
31,7
32,6
33,4
34,5
35,3
36,2
37,4
38,6
39,6
40,7
41,6
42,4
43,1
44,6
45,3
46,3
47,6
48,2
49,6
50,4
51,2
52,3
53,6
54,7
55,6
56,5
57,6
58,3
59,7
60,2
61,4
62,3
63,2
64,6
65,6
66,5
67,3
68,5
69,3
70,6
71,5
72,6
73,1
74,5
75,5
76,4
77,6
78,6
79,6
80,8
81,7
82,2
83,4
84,6
85,2
86,6
87,5
88,4
89,3
90,6
91,5
92,5
93,3
94,3
95,4
96,5
97,3
98,6
99,5
100,2
101,5
102,6
103,4
104,2
105,1
106,7
107,2
108,5
109,6
110,5
111,6
112,5
113,6
114,6
115,2
116,7
117,4
118,6
119,6
120,3
121,6
122,5
123,7
124,2
125,2
126,7
127,5
128,5
129,4
130,3
131,4
132,6
133,2
134,5
135,6
136,4
137,3
138,5
139,5
140,3
141,3
142,6
143,6
144,3
145,2
146,3
147,5
148,5
149,4
150,3
151,5
152,5
153,6
154,4
155,5
156,5
157,4
158,4
159,5
160,3
161,6
162,5
163,2
164,5
165,6
166,4
167,2
168,6
169,4
170,3
171,2
172,3
173,4
174,5
175,1
176,4
177,6
178,3
179,2
180,4
181,6
182,5
183,5
184,3
185,3
186,2
187,5
188,4
189,5
190,3
191,6
192,6
193,5
194,5
195,4
196,6
197,4
198,6
199,6
