epoch,Train_acc_withbias,Train_acc_org_withbias,Test_acc_withbias,Train_acc_zerobias,Train_acc_org_zerobias,Test_acc_zerobias
0,11.283999999999999,11.5,11.78,11.962,12.622,12.7
1,40.77,47.937999999999995,46.68,45.814,54.064,52.239999999999995
2,46.556,54.124,51.27,51.99,60.524,56.46
4,47.321999999999996,51.856,47.15,54.202,59.58599999999999,53.190000000000005
6,49.232,51.342,45.11,54.028,56.08,47.46
8,51.73,51.73,44.29,58.668,58.504,48.480000000000004
10,52.998,51.449999999999996,43.3,60.156,58.123999999999995,47.49
12,62.91,59.724,49.11,68.73599999999999,65.00399999999999,52.31
14,64.20400000000001,60.406000000000006,47.449999999999996,69.836,65.486,51.459999999999994
16,73.966,67.158,52.26,80.05600000000001,72.026,55.059999999999995
18,72.99600000000001,65.64,50.49,78.758,70.392,53.269999999999996
20,79.046,69.392,52.559999999999995,84.288,73.438,54.84
25,83.772,72.062,54.04,87.85,75.08399999999999,55.50000000000001
30,89.30399999999999,76.236,57.31,92.66,78.57,58.650000000000006
